tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
777,0.777,C,submit,aileron_bus1,aileron_controller5,0,RequestService,aileron_controller5#1,,UNBOUND
777,0.777,C,submit,aileron_controller5_bus,aileron1,0,RequestService,aileron1#2,,UNBOUND
777,0.777,D,respond,aileron_controller5_bus,aileron1,0,RequestService,aileron1#2,,,ACCEPTED_SERVICING
777,0.777,C,submit,aileron_controller5_bus,aileron2,0,RequestService,aileron2#3,,UNBOUND
777,0.777,D,respond,aileron_controller5_bus,aileron2,0,RequestService,aileron2#3,,,ACCEPTED_SERVICING
777,0.777,D,respond,aileron_bus1,aileron_controller5,0,RequestService,aileron_controller5#1,,,ACCEPTED_SERVICING
777,0.777,B,notify,aileron_controller5_bus,aileron1,1,RequestService,aileron1#2,,SERVICE,
777,0.777,B,service,aileron_controller5_bus,aileron1,1,RequestService,aileron1#2,,SERVICE,,0,_valueCurrent=,0.0,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
777,0.777,B,notify,aileron_controller5_bus,aileron2,1,RequestService,aileron2#3,,SERVICE,
777,0.777,B,service,aileron_controller5_bus,aileron2,1,RequestService,aileron2#3,,SERVICE,,1,_valueCurrent=,0.0,valueTarget=,-45.0,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
777,0.777,B,notify,aileron_bus1,aileron_controller5,1,RequestService,aileron_controller5#1,,SERVICE,
778,0.778,B,notify,aileron_controller5_bus,aileron1,2,RequestService,aileron1#2,,SERVICE,
778,0.778,B,service,aileron_controller5_bus,aileron1,2,RequestService,aileron1#2,,SERVICE,,2,_valueCurrent=,0.1,valueTarget=,45.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
778,0.778,B,notify,aileron_controller5_bus,aileron2,2,RequestService,aileron2#3,,SERVICE,
778,0.778,B,service,aileron_controller5_bus,aileron2,2,RequestService,aileron2#3,,SERVICE,,3,_valueCurrent=,-0.1,valueTarget=,-45.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
778,0.778,B,notify,aileron_bus1,aileron_controller5,2,RequestService,aileron_controller5#1,,SERVICE,
779,0.779,B,notify,aileron_controller5_bus,aileron1,3,RequestService,aileron1#2,,SERVICE,
779,0.779,B,service,aileron_controller5_bus,aileron1,3,RequestService,aileron1#2,,SERVICE,,4,_valueCurrent=,0.30000000000000004,valueTarget=,45.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
779,0.779,B,notify,aileron_controller5_bus,aileron2,3,RequestService,aileron2#3,,SERVICE,
779,0.779,B,service,aileron_controller5_bus,aileron2,3,RequestService,aileron2#3,,SERVICE,,5,_valueCurrent=,-0.30000000000000004,valueTarget=,-45.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
779,0.779,B,notify,aileron_bus1,aileron_controller5,3,RequestService,aileron_controller5#1,,SERVICE,
780,0.780,B,notify,aileron_controller5_bus,aileron1,4,RequestService,aileron1#2,,SERVICE,
780,0.780,B,service,aileron_controller5_bus,aileron1,4,RequestService,aileron1#2,,SERVICE,,6,_valueCurrent=,0.6000000000000001,valueTarget=,45.0,_speedCurrent=,0.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
780,0.780,B,notify,aileron_controller5_bus,aileron2,4,RequestService,aileron2#3,,SERVICE,
