tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
571,0.571,C,submit,flap_bus1,flap_controller4,0,RequestService,flap_controller4#1,,UNBOUND
571,0.571,C,submit,flap_controller4_bus,flap_fowler1,0,RequestService,flap_fowler1#2,,UNBOUND
572,0.572,B,service,flap_controller4_bus,flap_fowler2,2,RequestService,flap_fowler2#3,,SERVICE,,4,_valueCurrent=,0.1,valueTarget=,55.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
572,0.572,B,notify,flap_controller4_bus,flap_split1,2,RequestService,flap_split1#4,,SERVICE,
572,0.572,B,service,flap_controller4_bus,flap_split1,2,RequestService,flap_split1#4,,SERVICE,,5,_valueCurrent=,0.15,valueTarget=,50.0,_speedCurrent=,0.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
572,0.572,B,notify,flap_controller4_bus,flap_fowler1,2,RequestService,flap_fowler1#2,,SERVICE,
572,0.572,B,service,flap_controller4_bus,flap_fowler1,2,RequestService,flap_fowler1#2,,SERVICE,,6,_valueCurrent=,0.1,valueTarget=,55.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
572,0.572,B,notify,flap_controller4_bus,flap_split2,2,RequestService,flap_split2#5,,SERVICE,
572,0.572,B,service,flap_controller4_bus,flap_split2,2,RequestService,flap_split2#5,,SERVICE,,7,_valueCurrent=,0.15,valueTarget=,50.0,_speedCurrent=,0.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
572,0.572,B,notify,flap_bus1,flap_controller4,2,RequestService,flap_controller4#1,,SERVICE,
573,0.573,B,notify,flap_controller4_bus,flap_fowler2,3,RequestService,flap_fowler2#3,,SERVICE,
573,0.573,B,service,flap_controller4_bus,flap_fowler2,3,RequestService,flap_fowler2#3,,SERVICE,,8,_valueCurrent=,0.30000000000000004,valueTarget=,55.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
573,0.573,B,notify,flap_controller4_bus,flap_split1,3,RequestService,flap_split1#4,,SERVICE,
573,0.573,B,service,flap_controller4_bus,flap_split1,3,RequestService,flap_split1#4,,SERVICE,,9,_valueCurrent=,0.44999999999999996,valueTarget=,50.0,_speedCurrent=,0.44999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
573,0.573,B,notify,flap_controller4_bus,flap_fowler1,3,RequestService,flap_fowler1#2,,SERVICE,
573,0.573,B,service,flap_controller4_bus,flap_fowler1,3,RequestService,flap_fowler1#2,,SERVICE,,10,_valueCurrent=,0.30000000000000004,valueTarget=,55.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
573,0.573,B,notify,flap_controller4_bus,flap_split2,3,RequestService,flap_split2#5,,SERVICE,
573,0.573,B,service,flap_controller4_bus,flap_split2,3,RequestService,flap_split2#5,,SERVICE,,11,_valueCurrent=,0.44999999999999996,valueTarget=,50.0,_speedCurrent=,0.44999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
573,0.573,B,notify,flap_bus1,flap_controller4,3,RequestService,flap_controller4#1,,SERVICE,
574,0.574,B,notify,flap_controller4_bus,flap_fowler2,4,RequestService,flap_fowler2#3,,SERVICE,
574,0.574,B,service,flap_controller4_bus,flap_fowler2,4,RequestService,flap_fowler2#3,,SERVICE,,12,_valueCurrent=,0.6000000000000001,valueTarget=,55.0,_speedCurrent=,0.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
574,0.574,B,notify,flap_controller4_bus,flap_split1,4,RequestService,flap_split1#4,,SERVICE,
574,0.574,B,service,flap_controller4_bus,flap_split1,4,RequestService,flap_split1#4,,SERVICE,,13,_valueCurrent=,0.8999999999999999,valueTarget=,50.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
574,0.574,B,notify,flap_controller4_bus,flap_fowler1,4,RequestService,flap_fowler1#2,,SERVICE,
574,0.574,B,service,flap_controller4_bus,flap_fowler1,4,RequestService,flap_fowler1#2,,SERVICE,,14,_valueCurrent=,0.6000000000000001,valueTarget=,55.0,_speedCurrent=,0.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
574,0.574,B,notify,flap_controller4_bus,flap_split2,4,RequestService,flap_split2#5,,SERVICE,
574,0.574,B,service,flap_controller4_bus,flap_split2,4,RequestService,flap_split2#5,,SERVICE,,15,_valueCurrent=,0.8999999999999999,valueTarget=,50.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
574,0.574,B,notify,flap_bus1,flap_controller4,4,RequestService,flap_controller4#1,,SERVICE,
575,0.575,B,notify,flap_controller4_bus,flap_fowler2,5,RequestService,flap_fowler2#3,,SERVICE,
575,0.575,B,service,flap_controller4_bus,flap_fowler2,5,RequestService,flap_fowler2#3,,SERVICE,,16,_valueCurrent=,1.0,valueTarget=,55.0,_speedCurrent=,0.5,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
575,0.575,B,notify,flap_controller4_bus,flap_split1,5,RequestService,flap_split1#4,,SERVICE,
575,0.575,B,service,flap_controller4_bus,flap_split1,5,RequestService,flap_split1#4,,SERVICE,,17,_valueCurrent=,1.5,valueTarget=,50.0,_speedCurrent=,0.75,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
575,0.575,B,notify,flap_controller4_bus,flap_fowler1,5,RequestService,flap_fowler1#2,,SERVICE,
575,0.575,B,service,flap_controller4_bus,flap_fowler1,5,RequestService,flap_fowler1#2,,SERVICE,,18,_valueCurrent=,1.0,valueTarget=,55.0,_speedCurrent=,0.5,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
575,0.575,B,notify,flap_controller4_bus,flap_split2,5,RequestService,flap_split2#5,,SERVICE,
575,0.575,B,service,flap_controller4_bus,flap_split2,5,RequestService,flap_split2#5,,SERVICE,,19,_valueCurrent=,1.5,valueTarget=,50.0,_speedCurrent=,0.75,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
575,0.575,B,notify,flap_bus1,flap_controller4,5,RequestService,flap_controller4#1,,SERVICE,
576,0.576,B,notify,flap_controller4_bus,flap_fowler2,6,RequestService,flap_fowler2#3,,SERVICE,
576,0.576,B,service,flap_controller4_bus,flap_fowler2,6,RequestService,flap_fowler2#3,,SERVICE,,20,_valueCurrent=,1.5,valueTarget=,55.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
576,0.576,B,notify,flap_controller4_bus,flap_split1,6,RequestService,flap_split1#4,,SERVICE,
576,0.576,B,service,flap_controller4_bus,flap_split1,6,RequestService,flap_split1#4,,SERVICE,,21,_valueCurrent=,2.25,valueTarget=,50.0,_speedCurrent=,0.9,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
576,0.576,B,notify,flap_controller4_bus,flap_fowler1,6,RequestService,flap_fowler1#2,,SERVICE,
576,0.576,B,service,flap_controller4_bus,flap_fowler1,6,RequestService,flap_fowler1#2,,SERVICE,,22,_valueCurrent=,1.5,valueTarget=,55.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
576,0.576,B,notify,flap_controller4_bus,flap_split2,6,RequestService,flap_split2#5,,SERVICE,
576,0.576,B,service,flap_controller4_bus,flap_split2,6,RequestService,flap_split2#5,,SERVICE,,23,_valueCurrent=,2.25,valueTarget=,50.0,_speedCurrent=,0.9,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
576,0.576,B,notify,flap_bus1,flap_controller4,6,RequestService,flap_controller4#1,,SERVICE,
577,0.577,B,notify,flap_controller4_bus,flap_fowler2,7,RequestService,flap_fowler2#3,,SERVICE,
577,0.577,B,service,flap_controller4_bus,flap_fowler2,7,RequestService,flap_fowler2#3,,SERVICE,,24,_valueCurrent=,2.1,valueTarget=,55.0,_speedCurrent=,0.7,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
577,0.577,B,notify,flap_controller4_bus,flap_split1,7,RequestService,flap_split1#4,,SERVICE,
577,0.577,B,service,flap_controller4_bus,flap_split1,7,RequestService,flap_split1#4,,SERVICE,,25,_valueCurrent=,3.15,valueTarget=,50.0,_speedCurrent=,1.05,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
577,0.577,B,notify,flap_controller4_bus,flap_fowler1,7,RequestService,flap_fowler1#2,,SERVICE,
577,0.577,B,service,flap_controller4_bus,flap_fowler1,7,RequestService,flap_fowler1#2,,SERVICE,,26,_valueCurrent=,2.1,valueTarget=,55.0,_speedCurrent=,0.7,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
577,0.577,B,notify,flap_controller4_bus,flap_split2,7,RequestService,flap_split2#5,,SERVICE,
577,0.577,B,service,flap_controller4_bus,flap_split2,7,RequestService,flap_split2#5,,SERVICE,,27,_valueCurrent=,3.15,valueTarget=,50.0,_speedCurrent=,1.05,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
577,0.577,B,notify,flap_bus1,flap_controller4,7,RequestService,flap_controller4#1,,SERVICE,
578,0.578,B,notify,flap_controller4_bus,flap_fowler2,8,RequestService,flap_fowler2#3,,SERVICE,
578,0.578,B,service,flap_controller4_bus,flap_fowler2,8,RequestService,flap_fowler2#3,,SERVICE,,28,_valueCurrent=,2.8,valueTarget=,55.0,_speedCurrent=,0.7999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
578,0.578,B,notify,flap_controller4_bus,flap_split1,8,RequestService,flap_split1#4,,SERVICE,
578,0.578,B,service,flap_controller4_bus,flap_split1,8,RequestService,flap_split1#4,,SERVICE,,29,_valueCurrent=,4.2,valueTarget=,50.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
578,0.578,B,notify,flap_controller4_bus,flap_fowler1,8,RequestService,flap_fowler1#2,,SERVICE,
578,0.578,B,service,flap_controller4_bus,flap_fowler1,8,RequestService,flap_fowler1#2,,SERVICE,,30,_valueCurrent=,2.8,valueTarget=,55.0,_speedCurrent=,0.7999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
578,0.578,B,notify,flap_controller4_bus,flap_split2,8,RequestService,flap_split2#5,,SERVICE,
578,0.578,B,service,flap_controller4_bus,flap_split2,8,RequestService,flap_split2#5,,SERVICE,,31,_valueCurrent=,4.2,valueTarget=,50.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
578,0.578,B,notify,flap_bus1,flap_controller4,8,RequestService,flap_controller4#1,,SERVICE,
579,0.579,B,notify,flap_controller4_bus,flap_fowler2,9,RequestService,flap_fowler2#3,,SERVICE,
579,0.579,B,service,flap_controller4_bus,flap_fowler2,9,RequestService,flap_fowler2#3,,SERVICE,,32,_valueCurrent=,3.5999999999999996,valueTarget=,55.0,_speedCurrent=,0.8999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
579,0.579,B,notify,flap_controller4_bus,flap_split1,9,RequestService,flap_split1#4,,SERVICE,
579,0.579,B,service,flap_controller4_bus,flap_split1,9,RequestService,flap_split1#4,,SERVICE,,33,_valueCurrent=,5.4,valueTarget=,50.0,_speedCurrent=,1.3499999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
579,0.579,B,notify,flap_controller4_bus,flap_fowler1,9,RequestService,flap_fowler1#2,,SERVICE,
579,0.579,B,service,flap_controller4_bus,flap_fowler1,9,RequestService,flap_fowler1#2,,SERVICE,,34,_valueCurrent=,3.5999999999999996,valueTarget=,55.0,_speedCurrent=,0.8999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
579,0.579,B,notify,flap_controller4_bus,flap_split2,9,RequestService,flap_split2#5,,SERVICE,
579,0.579,B,service,flap_controller4_bus,flap_split2,9,RequestService,flap_split2#5,,SERVICE,,35,_valueCurrent=,5.4,valueTarget=,50.0,_speedCurrent=,1.3499999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
579,0.579,B,notify,flap_bus1,flap_controller4,9,RequestService,flap_controller4#1,,SERVICE,
580,0.580,B,notify,flap_controller4_bus,flap_fowler2,10,RequestService,flap_fowler2#3,,SERVICE,
580,0.580,B,service,flap_controller4_bus,flap_fowler2,10,RequestService,flap_fowler2#3,,SERVICE,,36,_valueCurrent=,4.5,valueTarget=,55.0,_speedCurrent=,0.9999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
580,0.580,B,notify,flap_controller4_bus,flap_split1,10,RequestService,flap_split1#4,,SERVICE,
580,0.580,B,service,flap_controller4_bus,flap_split1,10,RequestService,flap_split1#4,,SERVICE,,37,_valueCurrent=,6.75,valueTarget=,50.0,_speedCurrent=,1.4999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
580,0.580,B,notify,flap_controller4_bus,flap_fowler1,10,RequestService,flap_fowler1#2,,SERVICE,
580,0.580,B,service,flap_controller4_bus,flap_fowler1,10,RequestService,flap_fowler1#2,,SERVICE,,38,_valueCurrent=,4.5,valueTarget=,55.0,_speedCurrent=,0.9999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
580,0.580,B,notify,flap_controller4_bus,flap_split2,10,RequestService,flap_split2#5,,SERVICE,
580,0.580,B,service,flap_controller4_bus,flap_split2,10,RequestService,flap_split2#5,,SERVICE,,39,_valueCurrent=,6.75,valueTarget=,50.0,_speedCurrent=,1.4999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
580,0.580,B,notify,flap_bus1,flap_controller4,10,RequestService,flap_controller4#1,,SERVICE,
581,0.581,B,notify,flap_controller4_bus,flap_fowler2,11,RequestService,flap_fowler2#3,,SERVICE,
581,0.581,B,service,flap_controller4_bus,flap_fowler2,11,RequestService,flap_fowler2#3,,SERVICE,,40,_valueCurrent=,5.5,valueTarget=,55.0,_speedCurrent=,1.0999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
581,0.581,B,notify,flap_controller4_bus,flap_split1,11,RequestService,flap_split1#4,,SERVICE,
581,0.581,B,service,flap_controller4_bus,flap_split1,11,RequestService,flap_split1#4,,SERVICE,,41,_valueCurrent=,8.25,valueTarget=,50.0,_speedCurrent=,1.6499999999999997,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
581,0.581,B,notify,flap_controller4_bus,flap_fowler1,11,RequestService,flap_fowler1#2,,SERVICE,
581,0.581,B,service,flap_controller4_bus,flap_fowler1,11,RequestService,flap_fowler1#2,,SERVICE,,42,_valueCurrent=,5.5,valueTarget=,55.0,_speedCurrent=,1.0999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
581,0.581,B,notify,flap_controller4_bus,flap_split2,11,RequestService,flap_split2#5,,SERVICE,
581,0.581,B,service,flap_controller4_bus,flap_split2,11,RequestService,flap_split2#5,,SERVICE,,43,_valueCurrent=,8.25,valueTarget=,50.0,_speedCurrent=,1.6499999999999997,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
581,0.581,B,notify,flap_bus1,flap_controller4,11,RequestService,flap_controller4#1,,SERVICE,
582,0.582,B,notify,flap_controller4_bus,flap_fowler2,12,RequestService,flap_fowler2#3,,SERVICE,
582,0.582,B,service,flap_controller4_bus,flap_fowler2,12,RequestService,flap_fowler2#3,,SERVICE,,44,_valueCurrent=,6.6,valueTarget=,55.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
582,0.582,B,notify,flap_controller4_bus,flap_split1,12,RequestService,flap_split1#4,,SERVICE,
582,0.582,B,service,flap_controller4_bus,flap_split1,12,RequestService,flap_split1#4,,SERVICE,,45,_valueCurrent=,9.9,valueTarget=,50.0,_speedCurrent=,1.7999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
582,0.582,B,notify,flap_controller4_bus,flap_fowler1,12,RequestService,flap_fowler1#2,,SERVICE,
582,0.582,B,service,flap_controller4_bus,flap_fowler1,12,RequestService,flap_fowler1#2,,SERVICE,,46,_valueCurrent=,6.6,valueTarget=,55.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
582,0.582,B,notify,flap_controller4_bus,flap_split2,12,RequestService,flap_split2#5,,SERVICE,
582,0.582,B,service,flap_controller4_bus,flap_split2,12,RequestService,flap_split2#5,,SERVICE,,47,_valueCurrent=,9.9,valueTarget=,50.0,_speedCurrent=,1.7999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
582,0.582,B,notify,flap_bus1,flap_controller4,12,RequestService,flap_controller4#1,,SERVICE,
583,0.583,B,notify,flap_controller4_bus,flap_fowler2,13,RequestService,flap_fowler2#3,,SERVICE,
583,0.583,B,service,flap_controller4_bus,flap_fowler2,13,RequestService,flap_fowler2#3,,SERVICE,,48,_valueCurrent=,7.8,valueTarget=,55.0,_speedCurrent=,1.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
583,0.583,B,notify,flap_controller4_bus,flap_split1,13,RequestService,flap_split1#4,,SERVICE,
583,0.583,B,service,flap_controller4_bus,flap_split1,13,RequestService,flap_split1#4,,SERVICE,,49,_valueCurrent=,11.7,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
583,0.583,B,notify,flap_controller4_bus,flap_fowler1,13,RequestService,flap_fowler1#2,,SERVICE,
583,0.583,B,service,flap_controller4_bus,flap_fowler1,13,RequestService,flap_fowler1#2,,SERVICE,,50,_valueCurrent=,7.8,valueTarget=,55.0,_speedCurrent=,1.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
583,0.583,B,notify,flap_controller4_bus,flap_split2,13,RequestService,flap_split2#5,,SERVICE,
583,0.583,B,service,flap_controller4_bus,flap_split2,13,RequestService,flap_split2#5,,SERVICE,,51,_valueCurrent=,11.7,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
583,0.583,B,notify,flap_bus1,flap_controller4,13,RequestService,flap_controller4#1,,SERVICE,
584,0.584,B,notify,flap_controller4_bus,flap_fowler2,14,RequestService,flap_fowler2#3,,SERVICE,
584,0.584,B,service,flap_controller4_bus,flap_fowler2,14,RequestService,flap_fowler2#3,,SERVICE,,52,_valueCurrent=,9.1,valueTarget=,55.0,_speedCurrent=,1.4000000000000001,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
584,0.584,B,notify,flap_controller4_bus,flap_split1,14,RequestService,flap_split1#4,,SERVICE,
584,0.584,B,service,flap_controller4_bus,flap_split1,14,RequestService,flap_split1#4,,SERVICE,,53,_valueCurrent=,13.649999999999999,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
584,0.584,B,notify,flap_controller4_bus,flap_fowler1,14,RequestService,flap_fowler1#2,,SERVICE,
584,0.584,B,service,flap_controller4_bus,flap_fowler1,14,RequestService,flap_fowler1#2,,SERVICE,,54,_valueCurrent=,9.1,valueTarget=,55.0,_speedCurrent=,1.4000000000000001,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
584,0.584,B,notify,flap_controller4_bus,flap_split2,14,RequestService,flap_split2#5,,SERVICE,
584,0.584,B,service,flap_controller4_bus,flap_split2,14,RequestService,flap_split2#5,,SERVICE,,55,_valueCurrent=,13.649999999999999,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
584,0.584,B,notify,flap_bus1,flap_controller4,14,RequestService,flap_controller4#1,,SERVICE,
585,0.585,B,notify,flap_controller4_bus,flap_fowler2,15,RequestService,flap_fowler2#3,,SERVICE,
585,0.585,B,service,flap_controller4_bus,flap_fowler2,15,RequestService,flap_fowler2#3,,SERVICE,,56,_valueCurrent=,10.5,valueTarget=,55.0,_speedCurrent=,1.5000000000000002,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
585,0.585,B,notify,flap_controller4_bus,flap_split1,15,RequestService,flap_split1#4,,SERVICE,
585,0.585,B,service,flap_controller4_bus,flap_split1,15,RequestService,flap_split1#4,,SERVICE,,57,_valueCurrent=,15.599999999999998,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
585,0.585,B,notify,flap_controller4_bus,flap_fowler1,15,RequestService,flap_fowler1#2,,SERVICE,
585,0.585,B,service,flap_controller4_bus,flap_fowler1,15,RequestService,flap_fowler1#2,,SERVICE,,58,_valueCurrent=,10.5,valueTarget=,55.0,_speedCurrent=,1.5000000000000002,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
585,0.585,B,notify,flap_controller4_bus,flap_split2,15,RequestService,flap_split2#5,,SERVICE,
585,0.585,B,service,flap_controller4_bus,flap_split2,15,RequestService,flap_split2#5,,SERVICE,,59,_valueCurrent=,15.599999999999998,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
585,0.585,B,notify,flap_bus1,flap_controller4,15,RequestService,flap_controller4#1,,SERVICE,
586,0.586,B,notify,flap_controller4_bus,flap_fowler2,16,RequestService,flap_fowler2#3,,SERVICE,
586,0.586,B,service,flap_controller4_bus,flap_fowler2,16,RequestService,flap_fowler2#3,,SERVICE,,60,_valueCurrent=,12.0,valueTarget=,55.0,_speedCurrent=,1.6000000000000003,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
586,0.586,B,notify,flap_controller4_bus,flap_split1,16,RequestService,flap_split1#4,,SERVICE,
586,0.586,B,service,flap_controller4_bus,flap_split1,16,RequestService,flap_split1#4,,SERVICE,,61,_valueCurrent=,17.549999999999997,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
586,0.586,B,notify,flap_controller4_bus,flap_fowler1,16,RequestService,flap_fowler1#2,,SERVICE,
586,0.586,B,service,flap_controller4_bus,flap_fowler1,16,RequestService,flap_fowler1#2,,SERVICE,,62,_valueCurrent=,12.0,valueTarget=,55.0,_speedCurrent=,1.6000000000000003,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
586,0.586,B,notify,flap_controller4_bus,flap_split2,16,RequestService,flap_split2#5,,SERVICE,
586,0.586,B,service,flap_controller4_bus,flap_split2,16,RequestService,flap_split2#5,,SERVICE,,63,_valueCurrent=,17.549999999999997,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
586,0.586,B,notify,flap_bus1,flap_controller4,16,RequestService,flap_controller4#1,,SERVICE,
587,0.587,B,notify,flap_controller4_bus,flap_fowler2,17,RequestService,flap_fowler2#3,,SERVICE,
587,0.587,B,service,flap_controller4_bus,flap_fowler2,17,RequestService,flap_fowler2#3,,SERVICE,,64,_valueCurrent=,13.6,valueTarget=,55.0,_speedCurrent=,1.7000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
587,0.587,B,notify,flap_controller4_bus,flap_split1,17,RequestService,flap_split1#4,,SERVICE,
587,0.587,B,service,flap_controller4_bus,flap_split1,17,RequestService,flap_split1#4,,SERVICE,,65,_valueCurrent=,19.499999999999996,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
587,0.587,B,notify,flap_controller4_bus,flap_fowler1,17,RequestService,flap_fowler1#2,,SERVICE,
587,0.587,B,service,flap_controller4_bus,flap_fowler1,17,RequestService,flap_fowler1#2,,SERVICE,,66,_valueCurrent=,13.6,valueTarget=,55.0,_speedCurrent=,1.7000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
587,0.587,B,notify,flap_controller4_bus,flap_split2,17,RequestService,flap_split2#5,,SERVICE,
587,0.587,B,service,flap_controller4_bus,flap_split2,17,RequestService,flap_split2#5,,SERVICE,,67,_valueCurrent=,19.499999999999996,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
587,0.587,B,notify,flap_bus1,flap_controller4,17,RequestService,flap_controller4#1,,SERVICE,
588,0.588,B,notify,flap_controller4_bus,flap_fowler2,18,RequestService,flap_fowler2#3,,SERVICE,
588,0.588,B,service,flap_controller4_bus,flap_fowler2,18,RequestService,flap_fowler2#3,,SERVICE,,68,_valueCurrent=,15.3,valueTarget=,55.0,_speedCurrent=,1.7000000000000004,speedChange=NONE,_isTerminating=false,isArrived=false
588,0.588,B,notify,flap_controller4_bus,flap_split1,18,RequestService,flap_split1#4,,SERVICE,
588,0.588,B,service,flap_controller4_bus,flap_split1,18,RequestService,flap_split1#4,,SERVICE,,69,_valueCurrent=,21.449999999999996,valueTarget=,50.0,_speedCurrent=,1.9499999999999995,speedChange=NONE,_isTerminating=false,isArrived=false
588,0.588,B,notify,flap_controller4_bus,flap_fowler1,18,RequestService,flap_fowler1#2,,SERVICE,
588,0.588,B,service,flap_controller4_bus,flap_fowler1,18,RequestService,flap_fowler1#2,,SERVICE,,70,_valueCurrent=,15.3,valueTarget=,55.0,_speedCurrent=,1.7000000000000004,speedChange=NONE,_isTerminating=false,isArrived=false
