tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
822,0.822,C,submit,aileron_bus1,aileron_controller6,0,RequestService,aileron_controller6#1,,UNBOUND
822,0.822,C,submit,aileron_controller6_bus,aileron1,0,RequestService,aileron1#2,,UNBOUND
822,0.822,D,respond,aileron_controller6_bus,aileron1,0,RequestService,aileron1#2,,,ACCEPTED_SERVICING
822,0.822,C,submit,aileron_controller6_bus,aileron2,0,RequestService,aileron2#3,,UNBOUND
822,0.822,D,respond,aileron_controller6_bus,aileron2,0,RequestService,aileron2#3,,,ACCEPTED_SERVICING
822,0.822,C,submit,aileron_controller6_bus,aileron3,0,RequestService,aileron3#4,,UNBOUND
822,0.822,D,respond,aileron_controller6_bus,aileron3,0,RequestService,aileron3#4,,,ACCEPTED_SERVICING
822,0.822,C,submit,aileron_controller6_bus,aileron5,0,RequestService,aileron5#5,,UNBOUND
822,0.822,D,respond,aileron_controller6_bus,aileron5,0,RequestService,aileron5#5,,,ACCEPTED_SERVICING
822,0.822,D,respond,aileron_bus1,aileron_controller6,0,RequestService,aileron_controller6#1,,,ACCEPTED_SERVICING
822,0.822,B,notify,aileron_controller6_bus,aileron1,1,RequestService,aileron1#2,,SERVICE,
822,0.822,B,service,aileron_controller6_bus,aileron1,1,RequestService,aileron1#2,,SERVICE,,0,_valueCurrent=,0.0,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
822,0.822,B,notify,aileron_controller6_bus,aileron2,1,RequestService,aileron2#3,,SERVICE,
822,0.822,B,service,aileron_controller6_bus,aileron2,1,RequestService,aileron2#3,,SERVICE,,1,_valueCurrent=,0.0,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
822,0.822,B,notify,aileron_controller6_bus,aileron3,1,RequestService,aileron3#4,,SERVICE,
822,0.822,B,service,aileron_controller6_bus,aileron3,1,RequestService,aileron3#4,,SERVICE,,2,_valueCurrent=,0.0,valueTarget=,-45.0,_speedCurrent=,0.15,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
822,0.822,B,notify,aileron_controller6_bus,aileron5,1,RequestService,aileron5#5,,SERVICE,
822,0.822,B,service,aileron_controller6_bus,aileron5,1,RequestService,aileron5#5,,SERVICE,,3,_valueCurrent=,0.0,valueTarget=,-45.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
822,0.822,B,notify,aileron_bus1,aileron_controller6,1,RequestService,aileron_controller6#1,,SERVICE,
823,0.823,B,notify,aileron_controller6_bus,aileron1,2,RequestService,aileron1#2,,SERVICE,
823,0.823,B,service,aileron_controller6_bus,aileron1,2,RequestService,aileron1#2,,SERVICE,,4,_valueCurrent=,0.1,valueTarget=,45.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
823,0.823,B,notify,aileron_controller6_bus,aileron2,2,RequestService,aileron2#3,,SERVICE,
823,0.823,B,service,aileron_controller6_bus,aileron2,2,RequestService,aileron2#3,,SERVICE,,5,_valueCurrent=,0.1,valueTarget=,45.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
823,0.823,B,notify,aileron_controller6_bus,aileron3,2,RequestService,aileron3#4,,SERVICE,
823,0.823,B,service,aileron_controller6_bus,aileron3,2,RequestService,aileron3#4,,SERVICE,,6,_valueCurrent=,-0.15,valueTarget=,-45.0,_speedCurrent=,0.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
823,0.823,B,notify,aileron_controller6_bus,aileron5,2,RequestService,aileron5#5,,SERVICE,
823,0.823,B,service,aileron_controller6_bus,aileron5,2,RequestService,aileron5#5,,SERVICE,,7,_valueCurrent=,-0.2,valueTarget=,-45.0,_speedCurrent=,0.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
823,0.823,B,notify,aileron_bus1,aileron_controller6,2,RequestService,aileron_controller6#1,,SERVICE,
824,0.824,B,notify,aileron_controller6_bus,aileron1,3,RequestService,aileron1#2,,SERVICE,
