tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
1055,1.055,C,submit,elevator_bus1,elevator_controller2,0,RequestService,elevator_controller2#1,,UNBOUND
1055,1.055,C,submit,elevator_controller2_bus,elevator1,0,RequestService,elevator1#2,,UNBOUND
1058,1.058,B,service,elevator_controller2_bus,elevator3,4,RequestService,elevator3#3,,SERVICE,,6,_valueCurrent=,0.8999999999999999,valueTarget=,30.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1058,1.058,B,notify,elevator_controller2_bus,elevator1,4,RequestService,elevator1#2,,SERVICE,
1058,1.058,B,service,elevator_controller2_bus,elevator1,4,RequestService,elevator1#2,,SERVICE,,7,_valueCurrent=,0.6000000000000001,valueTarget=,30.0,_speedCurrent=,0.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1058,1.058,B,notify,elevator_bus1,elevator_controller2,4,RequestService,elevator_controller2#1,,SERVICE,
1059,1.059,B,notify,elevator_controller2_bus,elevator3,5,RequestService,elevator3#3,,SERVICE,
1059,1.059,B,service,elevator_controller2_bus,elevator3,5,RequestService,elevator3#3,,SERVICE,,8,_valueCurrent=,1.5,valueTarget=,30.0,_speedCurrent=,0.75,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1059,1.059,B,notify,elevator_controller2_bus,elevator1,5,RequestService,elevator1#2,,SERVICE,
1059,1.059,B,service,elevator_controller2_bus,elevator1,5,RequestService,elevator1#2,,SERVICE,,9,_valueCurrent=,1.0,valueTarget=,30.0,_speedCurrent=,0.5,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1059,1.059,B,notify,elevator_bus1,elevator_controller2,5,RequestService,elevator_controller2#1,,SERVICE,
1060,1.060,B,notify,elevator_controller2_bus,elevator3,6,RequestService,elevator3#3,,SERVICE,
1060,1.060,B,service,elevator_controller2_bus,elevator3,6,RequestService,elevator3#3,,SERVICE,,10,_valueCurrent=,2.25,valueTarget=,30.0,_speedCurrent=,0.9,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1060,1.060,B,notify,elevator_controller2_bus,elevator1,6,RequestService,elevator1#2,,SERVICE,
1060,1.060,B,service,elevator_controller2_bus,elevator1,6,RequestService,elevator1#2,,SERVICE,,11,_valueCurrent=,1.5,valueTarget=,30.0,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1060,1.060,B,notify,elevator_bus1,elevator_controller2,6,RequestService,elevator_controller2#1,,SERVICE,
1061,1.061,B,notify,elevator_controller2_bus,elevator3,7,RequestService,elevator3#3,,SERVICE,
1061,1.061,B,service,elevator_controller2_bus,elevator3,7,RequestService,elevator3#3,,SERVICE,,12,_valueCurrent=,3.15,valueTarget=,30.0,_speedCurrent=,1.05,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1061,1.061,B,notify,elevator_controller2_bus,elevator1,7,RequestService,elevator1#2,,SERVICE,
1061,1.061,B,service,elevator_controller2_bus,elevator1,7,RequestService,elevator1#2,,SERVICE,,13,_valueCurrent=,2.1,valueTarget=,30.0,_speedCurrent=,0.7,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1061,1.061,B,notify,elevator_bus1,elevator_controller2,7,RequestService,elevator_controller2#1,,SERVICE,
1062,1.062,B,notify,elevator_controller2_bus,elevator3,8,RequestService,elevator3#3,,SERVICE,
1062,1.062,B,service,elevator_controller2_bus,elevator3,8,RequestService,elevator3#3,,SERVICE,,14,_valueCurrent=,4.2,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1062,1.062,B,notify,elevator_controller2_bus,elevator1,8,RequestService,elevator1#2,,SERVICE,
1062,1.062,B,service,elevator_controller2_bus,elevator1,8,RequestService,elevator1#2,,SERVICE,,15,_valueCurrent=,2.8,valueTarget=,30.0,_speedCurrent=,0.7999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1062,1.062,B,notify,elevator_bus1,elevator_controller2,8,RequestService,elevator_controller2#1,,SERVICE,
1063,1.063,B,notify,elevator_controller2_bus,elevator3,9,RequestService,elevator3#3,,SERVICE,
1063,1.063,B,service,elevator_controller2_bus,elevator3,9,RequestService,elevator3#3,,SERVICE,,16,_valueCurrent=,5.4,valueTarget=,30.0,_speedCurrent=,1.3499999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1063,1.063,B,notify,elevator_controller2_bus,elevator1,9,RequestService,elevator1#2,,SERVICE,
1063,1.063,B,service,elevator_controller2_bus,elevator1,9,RequestService,elevator1#2,,SERVICE,,17,_valueCurrent=,3.5999999999999996,valueTarget=,30.0,_speedCurrent=,0.8999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1063,1.063,B,notify,elevator_bus1,elevator_controller2,9,RequestService,elevator_controller2#1,,SERVICE,
1064,1.064,B,notify,elevator_controller2_bus,elevator3,10,RequestService,elevator3#3,,SERVICE,
1064,1.064,B,service,elevator_controller2_bus,elevator3,10,RequestService,elevator3#3,,SERVICE,,18,_valueCurrent=,6.75,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1064,1.064,B,notify,elevator_controller2_bus,elevator1,10,RequestService,elevator1#2,,SERVICE,
1064,1.064,B,service,elevator_controller2_bus,elevator1,10,RequestService,elevator1#2,,SERVICE,,19,_valueCurrent=,4.5,valueTarget=,30.0,_speedCurrent=,0.9999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1064,1.064,B,notify,elevator_bus1,elevator_controller2,10,RequestService,elevator_controller2#1,,SERVICE,
1065,1.065,B,notify,elevator_controller2_bus,elevator3,11,RequestService,elevator3#3,,SERVICE,
1065,1.065,B,service,elevator_controller2_bus,elevator3,11,RequestService,elevator3#3,,SERVICE,,20,_valueCurrent=,8.25,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1065,1.065,B,notify,elevator_controller2_bus,elevator1,11,RequestService,elevator1#2,,SERVICE,
1065,1.065,B,service,elevator_controller2_bus,elevator1,11,RequestService,elevator1#2,,SERVICE,,21,_valueCurrent=,5.5,valueTarget=,30.0,_speedCurrent=,1.0999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1065,1.065,B,notify,elevator_bus1,elevator_controller2,11,RequestService,elevator_controller2#1,,SERVICE,
1066,1.066,B,notify,elevator_controller2_bus,elevator3,12,RequestService,elevator3#3,,SERVICE,
1066,1.066,B,service,elevator_controller2_bus,elevator3,12,RequestService,elevator3#3,,SERVICE,,22,_valueCurrent=,9.75,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1066,1.066,B,notify,elevator_controller2_bus,elevator1,12,RequestService,elevator1#2,,SERVICE,
1066,1.066,B,service,elevator_controller2_bus,elevator1,12,RequestService,elevator1#2,,SERVICE,,23,_valueCurrent=,6.6,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
1066,1.066,B,notify,elevator_bus1,elevator_controller2,12,RequestService,elevator_controller2#1,,SERVICE,
1067,1.067,B,notify,elevator_controller2_bus,elevator3,13,RequestService,elevator3#3,,SERVICE,
1067,1.067,B,service,elevator_controller2_bus,elevator3,13,RequestService,elevator3#3,,SERVICE,,24,_valueCurrent=,11.25,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1067,1.067,B,notify,elevator_controller2_bus,elevator1,13,RequestService,elevator1#2,,SERVICE,
1067,1.067,B,service,elevator_controller2_bus,elevator1,13,RequestService,elevator1#2,,SERVICE,,25,_valueCurrent=,7.8,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1067,1.067,B,notify,elevator_bus1,elevator_controller2,13,RequestService,elevator_controller2#1,,SERVICE,
1068,1.068,B,notify,elevator_controller2_bus,elevator3,14,RequestService,elevator3#3,,SERVICE,
1068,1.068,B,service,elevator_controller2_bus,elevator3,14,RequestService,elevator3#3,,SERVICE,,26,_valueCurrent=,12.75,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1068,1.068,B,notify,elevator_controller2_bus,elevator1,14,RequestService,elevator1#2,,SERVICE,
1068,1.068,B,service,elevator_controller2_bus,elevator1,14,RequestService,elevator1#2,,SERVICE,,27,_valueCurrent=,9.0,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1068,1.068,B,notify,elevator_bus1,elevator_controller2,14,RequestService,elevator_controller2#1,,SERVICE,
1069,1.069,B,notify,elevator_controller2_bus,elevator3,15,RequestService,elevator3#3,,SERVICE,
1069,1.069,B,service,elevator_controller2_bus,elevator3,15,RequestService,elevator3#3,,SERVICE,,28,_valueCurrent=,14.25,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1069,1.069,B,notify,elevator_controller2_bus,elevator1,15,RequestService,elevator1#2,,SERVICE,
1069,1.069,B,service,elevator_controller2_bus,elevator1,15,RequestService,elevator1#2,,SERVICE,,29,_valueCurrent=,10.2,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1069,1.069,B,notify,elevator_bus1,elevator_controller2,15,RequestService,elevator_controller2#1,,SERVICE,
1070,1.070,B,notify,elevator_controller2_bus,elevator3,16,RequestService,elevator3#3,,SERVICE,
1070,1.070,B,service,elevator_controller2_bus,elevator3,16,RequestService,elevator3#3,,SERVICE,,30,_valueCurrent=,15.75,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1070,1.070,B,notify,elevator_controller2_bus,elevator1,16,RequestService,elevator1#2,,SERVICE,
1070,1.070,B,service,elevator_controller2_bus,elevator1,16,RequestService,elevator1#2,,SERVICE,,31,_valueCurrent=,11.399999999999999,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1070,1.070,B,notify,elevator_bus1,elevator_controller2,16,RequestService,elevator_controller2#1,,SERVICE,
1071,1.071,B,notify,elevator_controller2_bus,elevator3,17,RequestService,elevator3#3,,SERVICE,
1071,1.071,B,service,elevator_controller2_bus,elevator3,17,RequestService,elevator3#3,,SERVICE,,32,_valueCurrent=,17.25,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1071,1.071,B,notify,elevator_controller2_bus,elevator1,17,RequestService,elevator1#2,,SERVICE,
1071,1.071,B,service,elevator_controller2_bus,elevator1,17,RequestService,elevator1#2,,SERVICE,,33,_valueCurrent=,12.599999999999998,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1071,1.071,B,notify,elevator_bus1,elevator_controller2,17,RequestService,elevator_controller2#1,,SERVICE,
1072,1.072,B,notify,elevator_controller2_bus,elevator3,18,RequestService,elevator3#3,,SERVICE,
1072,1.072,B,service,elevator_controller2_bus,elevator3,18,RequestService,elevator3#3,,SERVICE,,34,_valueCurrent=,18.75,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1072,1.072,B,notify,elevator_controller2_bus,elevator1,18,RequestService,elevator1#2,,SERVICE,
1072,1.072,B,service,elevator_controller2_bus,elevator1,18,RequestService,elevator1#2,,SERVICE,,35,_valueCurrent=,13.799999999999997,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1072,1.072,B,notify,elevator_bus1,elevator_controller2,18,RequestService,elevator_controller2#1,,SERVICE,
1073,1.073,B,notify,elevator_controller2_bus,elevator3,19,RequestService,elevator3#3,,SERVICE,
1073,1.073,B,service,elevator_controller2_bus,elevator3,19,RequestService,elevator3#3,,SERVICE,,36,_valueCurrent=,20.25,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1073,1.073,B,notify,elevator_controller2_bus,elevator1,19,RequestService,elevator1#2,,SERVICE,
1073,1.073,B,service,elevator_controller2_bus,elevator1,19,RequestService,elevator1#2,,SERVICE,,37,_valueCurrent=,14.999999999999996,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1073,1.073,B,notify,elevator_bus1,elevator_controller2,19,RequestService,elevator_controller2#1,,SERVICE,
1074,1.074,B,notify,elevator_controller2_bus,elevator3,20,RequestService,elevator3#3,,SERVICE,
1074,1.074,B,service,elevator_controller2_bus,elevator3,20,RequestService,elevator3#3,,SERVICE,,38,_valueCurrent=,21.75,valueTarget=,30.0,_speedCurrent=,1.4999999999999998,speedChange=NONE,_isTerminating=false,isArrived=false
1074,1.074,B,notify,elevator_controller2_bus,elevator1,20,RequestService,elevator1#2,,SERVICE,
1074,1.074,B,service,elevator_controller2_bus,elevator1,20,RequestService,elevator1#2,,SERVICE,,39,_valueCurrent=,16.199999999999996,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1074,1.074,B,notify,elevator_bus1,elevator_controller2,20,RequestService,elevator_controller2#1,,SERVICE,
1075,1.075,B,notify,elevator_controller2_bus,elevator3,21,RequestService,elevator3#3,,SERVICE,
1075,1.075,B,service,elevator_controller2_bus,elevator3,21,RequestService,elevator3#3,,SERVICE,,40,_valueCurrent=,23.25,valueTarget=,30.0,_speedCurrent=,1.3499999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1075,1.075,B,notify,elevator_controller2_bus,elevator1,21,RequestService,elevator1#2,,SERVICE,
1075,1.075,B,service,elevator_controller2_bus,elevator1,21,RequestService,elevator1#2,,SERVICE,,41,_valueCurrent=,17.399999999999995,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1075,1.075,B,notify,elevator_bus1,elevator_controller2,21,RequestService,elevator_controller2#1,,SERVICE,
1076,1.076,B,notify,elevator_controller2_bus,elevator3,22,RequestService,elevator3#3,,SERVICE,
1076,1.076,B,service,elevator_controller2_bus,elevator3,22,RequestService,elevator3#3,,SERVICE,,42,_valueCurrent=,24.6,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1076,1.076,B,notify,elevator_controller2_bus,elevator1,22,RequestService,elevator1#2,,SERVICE,
1076,1.076,B,service,elevator_controller2_bus,elevator1,22,RequestService,elevator1#2,,SERVICE,,43,_valueCurrent=,18.599999999999994,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1076,1.076,B,notify,elevator_bus1,elevator_controller2,22,RequestService,elevator_controller2#1,,SERVICE,
1077,1.077,B,notify,elevator_controller2_bus,elevator3,23,RequestService,elevator3#3,,SERVICE,
1077,1.077,B,service,elevator_controller2_bus,elevator3,23,RequestService,elevator3#3,,SERVICE,,44,_valueCurrent=,25.8,valueTarget=,30.0,_speedCurrent=,1.05,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1077,1.077,B,notify,elevator_controller2_bus,elevator1,23,RequestService,elevator1#2,,SERVICE,
1077,1.077,B,service,elevator_controller2_bus,elevator1,23,RequestService,elevator1#2,,SERVICE,,45,_valueCurrent=,19.799999999999994,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1077,1.077,B,notify,elevator_bus1,elevator_controller2,23,RequestService,elevator_controller2#1,,SERVICE,
1078,1.078,B,notify,elevator_controller2_bus,elevator3,24,RequestService,elevator3#3,,SERVICE,
1078,1.078,B,service,elevator_controller2_bus,elevator3,24,RequestService,elevator3#3,,SERVICE,,46,_valueCurrent=,26.85,valueTarget=,30.0,_speedCurrent=,0.9,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1078,1.078,B,notify,elevator_controller2_bus,elevator1,24,RequestService,elevator1#2,,SERVICE,
1078,1.078,B,service,elevator_controller2_bus,elevator1,24,RequestService,elevator1#2,,SERVICE,,47,_valueCurrent=,20.999999999999993,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1078,1.078,B,notify,elevator_bus1,elevator_controller2,24,RequestService,elevator_controller2#1,,SERVICE,
1079,1.079,B,notify,elevator_controller2_bus,elevator3,25,RequestService,elevator3#3,,SERVICE,
1079,1.079,B,service,elevator_controller2_bus,elevator3,25,RequestService,elevator3#3,,SERVICE,,48,_valueCurrent=,27.75,valueTarget=,30.0,_speedCurrent=,0.75,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1079,1.079,B,notify,elevator_controller2_bus,elevator1,25,RequestService,elevator1#2,,SERVICE,
1079,1.079,B,service,elevator_controller2_bus,elevator1,25,RequestService,elevator1#2,,SERVICE,,49,_valueCurrent=,22.199999999999992,valueTarget=,30.0,_speedCurrent=,1.2,speedChange=NONE,_isTerminating=false,isArrived=false
1079,1.079,B,notify,elevator_bus1,elevator_controller2,25,RequestService,elevator_controller2#1,,SERVICE,
1080,1.080,B,notify,elevator_controller2_bus,elevator3,26,RequestService,elevator3#3,,SERVICE,
1080,1.080,B,service,elevator_controller2_bus,elevator3,26,RequestService,elevator3#3,,SERVICE,,50,_valueCurrent=,28.5,valueTarget=,30.0,_speedCurrent=,0.6,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1080,1.080,B,notify,elevator_controller2_bus,elevator1,26,RequestService,elevator1#2,,SERVICE,
1080,1.080,B,service,elevator_controller2_bus,elevator1,26,RequestService,elevator1#2,,SERVICE,,51,_valueCurrent=,23.39999999999999,valueTarget=,30.0,_speedCurrent=,1.0999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1080,1.080,B,notify,elevator_bus1,elevator_controller2,26,RequestService,elevator_controller2#1,,SERVICE,
1081,1.081,B,notify,elevator_controller2_bus,elevator3,27,RequestService,elevator3#3,,SERVICE,
1081,1.081,B,service,elevator_controller2_bus,elevator3,27,RequestService,elevator3#3,,SERVICE,,52,_valueCurrent=,29.1,valueTarget=,30.0,_speedCurrent=,0.44999999999999996,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1081,1.081,B,notify,elevator_controller2_bus,elevator1,27,RequestService,elevator1#2,,SERVICE,
1081,1.081,B,service,elevator_controller2_bus,elevator1,27,RequestService,elevator1#2,,SERVICE,,53,_valueCurrent=,24.499999999999993,valueTarget=,30.0,_speedCurrent=,0.9999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1081,1.081,B,notify,elevator_bus1,elevator_controller2,27,RequestService,elevator_controller2#1,,SERVICE,
1082,1.082,B,notify,elevator_controller2_bus,elevator3,28,RequestService,elevator3#3,,SERVICE,
1082,1.082,B,service,elevator_controller2_bus,elevator3,28,RequestService,elevator3#3,,SERVICE,,54,_valueCurrent=,29.55,valueTarget=,30.0,_speedCurrent=,0.29999999999999993,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1082,1.082,B,notify,elevator_controller2_bus,elevator1,28,RequestService,elevator1#2,,SERVICE,
1082,1.082,B,service,elevator_controller2_bus,elevator1,28,RequestService,elevator1#2,,SERVICE,,55,_valueCurrent=,25.499999999999993,valueTarget=,30.0,_speedCurrent=,0.8999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1082,1.082,B,notify,elevator_bus1,elevator_controller2,28,RequestService,elevator_controller2#1,,SERVICE,
1083,1.083,B,notify,elevator_controller2_bus,elevator3,29,RequestService,elevator3#3,,SERVICE,
1083,1.083,B,service,elevator_controller2_bus,elevator3,29,RequestService,elevator3#3,,SERVICE,,56,_valueCurrent=,29.85,valueTarget=,30.0,_speedCurrent=,0.15,speedChange=NONE,_isTerminating=false,isArrived=false
1083,1.083,B,notify,elevator_controller2_bus,elevator1,29,RequestService,elevator1#2,,SERVICE,
1083,1.083,B,service,elevator_controller2_bus,elevator1,29,RequestService,elevator1#2,,SERVICE,,57,_valueCurrent=,26.39999999999999,valueTarget=,30.0,_speedCurrent=,0.7999999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1083,1.083,B,notify,elevator_bus1,elevator_controller2,29,RequestService,elevator_controller2#1,,SERVICE,
1084,1.084,B,notify,elevator_controller2_bus,elevator3,30,RequestService,elevator3#3,,SERVICE,
1084,1.084,B,service,elevator_controller2_bus,elevator3,30,RequestService,elevator3#3,,SERVICE,,58,_valueCurrent=,30.0,valueTarget=,30.0,_speedCurrent=,0.15,speedChange=NONE,_isTerminating=false,isArrived=true
1084,1.084,C,submit,elevator_controller2_bus,elevator3,0,RequestCancel,elevator3#4,elevator3#3,UNBOUND
1084,1.084,B,notify,elevator_controller2_bus,elevator3,30,RequestService,elevator3#3,,CANCEL,
1084,1.084,D,respond,elevator_controller2_bus,elevator3,0,RequestCancel,elevator3#4,elevator3#3,,ACCEPTED_SERVICING
1084,1.084,B,notify,elevator_controller2_bus,elevator1,30,RequestService,elevator1#2,,SERVICE,
1084,1.084,B,service,elevator_controller2_bus,elevator1,30,RequestService,elevator1#2,,SERVICE,,59,_valueCurrent=,27.199999999999992,valueTarget=,30.0,_speedCurrent=,0.7,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1084,1.084,B,notify,elevator_bus1,elevator_controller2,30,RequestService,elevator_controller2#1,,SERVICE,
1085,1.085,B,notify,elevator_controller2_bus,elevator1,31,RequestService,elevator1#2,,SERVICE,
1085,1.085,B,service,elevator_controller2_bus,elevator1,31,RequestService,elevator1#2,,SERVICE,,60,_valueCurrent=,27.89999999999999,valueTarget=,30.0,_speedCurrent=,0.6,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1085,1.085,B,notify,elevator_bus1,elevator_controller2,31,RequestService,elevator_controller2#1,,SERVICE,
1086,1.086,B,notify,elevator_controller2_bus,elevator1,32,RequestService,elevator1#2,,SERVICE,
1086,1.086,B,service,elevator_controller2_bus,elevator1,32,RequestService,elevator1#2,,SERVICE,,61,_valueCurrent=,28.499999999999993,valueTarget=,30.0,_speedCurrent=,0.5,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1086,1.086,B,notify,elevator_bus1,elevator_controller2,32,RequestService,elevator_controller2#1,,SERVICE,
1087,1.087,B,notify,elevator_controller2_bus,elevator1,33,RequestService,elevator1#2,,SERVICE,
1087,1.087,B,service,elevator_controller2_bus,elevator1,33,RequestService,elevator1#2,,SERVICE,,62,_valueCurrent=,28.999999999999993,valueTarget=,30.0,_speedCurrent=,0.4,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1087,1.087,B,notify,elevator_bus1,elevator_controller2,33,RequestService,elevator_controller2#1,,SERVICE,
1088,1.088,B,notify,elevator_controller2_bus,elevator1,34,RequestService,elevator1#2,,SERVICE,
1088,1.088,B,service,elevator_controller2_bus,elevator1,34,RequestService,elevator1#2,,SERVICE,,63,_valueCurrent=,29.39999999999999,valueTarget=,30.0,_speedCurrent=,0.30000000000000004,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1088,1.088,B,notify,elevator_bus1,elevator_controller2,34,RequestService,elevator_controller2#1,,SERVICE,
1089,1.089,B,notify,elevator_controller2_bus,elevator1,35,RequestService,elevator1#2,,SERVICE,
1089,1.089,B,service,elevator_controller2_bus,elevator1,35,RequestService,elevator1#2,,SERVICE,,64,_valueCurrent=,29.699999999999992,valueTarget=,30.0,_speedCurrent=,0.20000000000000004,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1089,1.089,B,notify,elevator_bus1,elevator_controller2,35,RequestService,elevator_controller2#1,,SERVICE,
1090,1.090,B,notify,elevator_controller2_bus,elevator1,36,RequestService,elevator1#2,,SERVICE,
1090,1.090,B,service,elevator_controller2_bus,elevator1,36,RequestService,elevator1#2,,SERVICE,,65,_valueCurrent=,29.89999999999999,valueTarget=,30.0,_speedCurrent=,0.10000000000000003,speedChange=DECELERATING,_isTerminating=false,isArrived=false
1090,1.090,B,notify,elevator_bus1,elevator_controller2,36,RequestService,elevator_controller2#1,,SERVICE,
1091,1.091,B,notify,elevator_controller2_bus,elevator1,37,RequestService,elevator1#2,,SERVICE,
1091,1.091,B,service,elevator_controller2_bus,elevator1,37,RequestService,elevator1#2,,SERVICE,,66,_valueCurrent=,29.999999999999993,valueTarget=,30.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
1091,1.091,B,notify,elevator_bus1,elevator_controller2,37,RequestService,elevator_controller2#1,,SERVICE,
