tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
502,0.502,C,submit,engine_bus1,engine_controller3,0,RequestService,engine_controller3#1,,UNBOUND
502,0.502,C,submit,engine_controller3_bus,engine1,0,RequestService,engine1#2,,UNBOUND
505,0.505,B,notify,engine_bus1,engine_controller3,4,RequestService,engine_controller3#1,,SERVICE,
506,0.506,B,notify,engine_controller3_bus,engine3,5,RequestService,engine3#4,,SERVICE,
506,0.506,B,service,engine_controller3_bus,engine3,5,RequestService,engine3#4,,SERVICE,,12,_valueCurrent=,2.0,valueTarget=,70.0,_speedCurrent=,1.0,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
506,0.506,B,notify,engine_controller3_bus,engine2,5,RequestService,engine2#3,,SERVICE,
506,0.506,B,service,engine_controller3_bus,engine2,5,RequestService,engine2#3,,SERVICE,,13,_valueCurrent=,2.0,valueTarget=,70.0,_speedCurrent=,1.0,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
506,0.506,B,notify,engine_controller3_bus,engine1,5,RequestService,engine1#2,,SERVICE,
506,0.506,B,service,engine_controller3_bus,engine1,5,RequestService,engine1#2,,SERVICE,,14,_valueCurrent=,2.0,valueTarget=,70.0,_speedCurrent=,1.0,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
506,0.506,B,notify,engine_bus1,engine_controller3,5,RequestService,engine_controller3#1,,SERVICE,
507,0.507,B,notify,engine_controller3_bus,engine3,6,RequestService,engine3#4,,SERVICE,
507,0.507,B,service,engine_controller3_bus,engine3,6,RequestService,engine3#4,,SERVICE,,15,_valueCurrent=,3.0,valueTarget=,70.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
507,0.507,B,notify,engine_controller3_bus,engine2,6,RequestService,engine2#3,,SERVICE,
507,0.507,B,service,engine_controller3_bus,engine2,6,RequestService,engine2#3,,SERVICE,,16,_valueCurrent=,3.0,valueTarget=,70.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
507,0.507,B,notify,engine_controller3_bus,engine1,6,RequestService,engine1#2,,SERVICE,
507,0.507,B,service,engine_controller3_bus,engine1,6,RequestService,engine1#2,,SERVICE,,17,_valueCurrent=,3.0,valueTarget=,70.0,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
507,0.507,B,notify,engine_bus1,engine_controller3,6,RequestService,engine_controller3#1,,SERVICE,
508,0.508,B,notify,engine_controller3_bus,engine3,7,RequestService,engine3#4,,SERVICE,
508,0.508,B,service,engine_controller3_bus,engine3,7,RequestService,engine3#4,,SERVICE,,18,_valueCurrent=,4.2,valueTarget=,70.0,_speedCurrent=,1.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
508,0.508,B,notify,engine_controller3_bus,engine2,7,RequestService,engine2#3,,SERVICE,
508,0.508,B,service,engine_controller3_bus,engine2,7,RequestService,engine2#3,,SERVICE,,19,_valueCurrent=,4.2,valueTarget=,70.0,_speedCurrent=,1.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
508,0.508,B,notify,engine_controller3_bus,engine1,7,RequestService,engine1#2,,SERVICE,
508,0.508,B,service,engine_controller3_bus,engine1,7,RequestService,engine1#2,,SERVICE,,20,_valueCurrent=,4.2,valueTarget=,70.0,_speedCurrent=,1.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
508,0.508,B,notify,engine_bus1,engine_controller3,7,RequestService,engine_controller3#1,,SERVICE,
509,0.509,B,notify,engine_controller3_bus,engine3,8,RequestService,engine3#4,,SERVICE,
509,0.509,B,service,engine_controller3_bus,engine3,8,RequestService,engine3#4,,SERVICE,,21,_valueCurrent=,5.6,valueTarget=,70.0,_speedCurrent=,1.5999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
509,0.509,B,notify,engine_controller3_bus,engine2,8,RequestService,engine2#3,,SERVICE,
509,0.509,B,service,engine_controller3_bus,engine2,8,RequestService,engine2#3,,SERVICE,,22,_valueCurrent=,5.6,valueTarget=,70.0,_speedCurrent=,1.5999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
509,0.509,B,notify,engine_controller3_bus,engine1,8,RequestService,engine1#2,,SERVICE,
509,0.509,B,service,engine_controller3_bus,engine1,8,RequestService,engine1#2,,SERVICE,,23,_valueCurrent=,5.6,valueTarget=,70.0,_speedCurrent=,1.5999999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
509,0.509,B,notify,engine_bus1,engine_controller3,8,RequestService,engine_controller3#1,,SERVICE,
510,0.510,B,notify,engine_controller3_bus,engine3,9,RequestService,engine3#4,,SERVICE,
510,0.510,B,service,engine_controller3_bus,engine3,9,RequestService,engine3#4,,SERVICE,,24,_valueCurrent=,7.199999999999999,valueTarget=,70.0,_speedCurrent=,1.7999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
510,0.510,B,notify,engine_controller3_bus,engine2,9,RequestService,engine2#3,,SERVICE,
510,0.510,B,service,engine_controller3_bus,engine2,9,RequestService,engine2#3,,SERVICE,,25,_valueCurrent=,7.199999999999999,valueTarget=,70.0,_speedCurrent=,1.7999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
510,0.510,B,notify,engine_controller3_bus,engine1,9,RequestService,engine1#2,,SERVICE,
510,0.510,B,service,engine_controller3_bus,engine1,9,RequestService,engine1#2,,SERVICE,,26,_valueCurrent=,7.199999999999999,valueTarget=,70.0,_speedCurrent=,1.7999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
510,0.510,B,notify,engine_bus1,engine_controller3,9,RequestService,engine_controller3#1,,SERVICE,
511,0.511,B,notify,engine_controller3_bus,engine3,10,RequestService,engine3#4,,SERVICE,
511,0.511,B,service,engine_controller3_bus,engine3,10,RequestService,engine3#4,,SERVICE,,27,_valueCurrent=,9.0,valueTarget=,70.0,_speedCurrent=,1.9999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
511,0.511,B,notify,engine_controller3_bus,engine2,10,RequestService,engine2#3,,SERVICE,
511,0.511,B,service,engine_controller3_bus,engine2,10,RequestService,engine2#3,,SERVICE,,28,_valueCurrent=,9.0,valueTarget=,70.0,_speedCurrent=,1.9999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
511,0.511,B,notify,engine_controller3_bus,engine1,10,RequestService,engine1#2,,SERVICE,
511,0.511,B,service,engine_controller3_bus,engine1,10,RequestService,engine1#2,,SERVICE,,29,_valueCurrent=,9.0,valueTarget=,70.0,_speedCurrent=,1.9999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
511,0.511,B,notify,engine_bus1,engine_controller3,10,RequestService,engine_controller3#1,,SERVICE,
512,0.512,B,notify,engine_controller3_bus,engine3,11,RequestService,engine3#4,,SERVICE,
512,0.512,B,service,engine_controller3_bus,engine3,11,RequestService,engine3#4,,SERVICE,,30,_valueCurrent=,11.0,valueTarget=,70.0,_speedCurrent=,2.1999999999999997,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
512,0.512,B,notify,engine_controller3_bus,engine2,11,RequestService,engine2#3,,SERVICE,
512,0.512,B,service,engine_controller3_bus,engine2,11,RequestService,engine2#3,,SERVICE,,31,_valueCurrent=,11.0,valueTarget=,70.0,_speedCurrent=,2.1999999999999997,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
512,0.512,B,notify,engine_controller3_bus,engine1,11,RequestService,engine1#2,,SERVICE,
512,0.512,B,service,engine_controller3_bus,engine1,11,RequestService,engine1#2,,SERVICE,,32,_valueCurrent=,11.0,valueTarget=,70.0,_speedCurrent=,2.1999999999999997,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
512,0.512,B,notify,engine_bus1,engine_controller3,11,RequestService,engine_controller3#1,,SERVICE,
513,0.513,B,notify,engine_controller3_bus,engine3,12,RequestService,engine3#4,,SERVICE,
513,0.513,B,service,engine_controller3_bus,engine3,12,RequestService,engine3#4,,SERVICE,,33,_valueCurrent=,13.2,valueTarget=,70.0,_speedCurrent=,2.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
513,0.513,B,notify,engine_controller3_bus,engine2,12,RequestService,engine2#3,,SERVICE,
513,0.513,B,service,engine_controller3_bus,engine2,12,RequestService,engine2#3,,SERVICE,,34,_valueCurrent=,13.2,valueTarget=,70.0,_speedCurrent=,2.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
513,0.513,B,notify,engine_controller3_bus,engine1,12,RequestService,engine1#2,,SERVICE,
513,0.513,B,service,engine_controller3_bus,engine1,12,RequestService,engine1#2,,SERVICE,,35,_valueCurrent=,13.2,valueTarget=,70.0,_speedCurrent=,2.4,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
513,0.513,B,notify,engine_bus1,engine_controller3,12,RequestService,engine_controller3#1,,SERVICE,
514,0.514,B,notify,engine_controller3_bus,engine3,13,RequestService,engine3#4,,SERVICE,
514,0.514,B,service,engine_controller3_bus,engine3,13,RequestService,engine3#4,,SERVICE,,36,_valueCurrent=,15.6,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
514,0.514,B,notify,engine_controller3_bus,engine2,13,RequestService,engine2#3,,SERVICE,
514,0.514,B,service,engine_controller3_bus,engine2,13,RequestService,engine2#3,,SERVICE,,37,_valueCurrent=,15.6,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
514,0.514,B,notify,engine_controller3_bus,engine1,13,RequestService,engine1#2,,SERVICE,
514,0.514,B,service,engine_controller3_bus,engine1,13,RequestService,engine1#2,,SERVICE,,38,_valueCurrent=,15.6,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
514,0.514,B,notify,engine_bus1,engine_controller3,13,RequestService,engine_controller3#1,,SERVICE,
515,0.515,B,notify,engine_controller3_bus,engine3,14,RequestService,engine3#4,,SERVICE,
515,0.515,B,service,engine_controller3_bus,engine3,14,RequestService,engine3#4,,SERVICE,,39,_valueCurrent=,18.2,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
515,0.515,B,notify,engine_controller3_bus,engine2,14,RequestService,engine2#3,,SERVICE,
515,0.515,B,service,engine_controller3_bus,engine2,14,RequestService,engine2#3,,SERVICE,,40,_valueCurrent=,18.2,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
515,0.515,B,notify,engine_controller3_bus,engine1,14,RequestService,engine1#2,,SERVICE,
515,0.515,B,service,engine_controller3_bus,engine1,14,RequestService,engine1#2,,SERVICE,,41,_valueCurrent=,18.2,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
515,0.515,B,notify,engine_bus1,engine_controller3,14,RequestService,engine_controller3#1,,SERVICE,
516,0.516,B,notify,engine_controller3_bus,engine3,15,RequestService,engine3#4,,SERVICE,
516,0.516,B,service,engine_controller3_bus,engine3,15,RequestService,engine3#4,,SERVICE,,42,_valueCurrent=,20.8,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
516,0.516,B,notify,engine_controller3_bus,engine2,15,RequestService,engine2#3,,SERVICE,
516,0.516,B,service,engine_controller3_bus,engine2,15,RequestService,engine2#3,,SERVICE,,43,_valueCurrent=,20.8,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
516,0.516,B,notify,engine_controller3_bus,engine1,15,RequestService,engine1#2,,SERVICE,
516,0.516,B,service,engine_controller3_bus,engine1,15,RequestService,engine1#2,,SERVICE,,44,_valueCurrent=,20.8,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
516,0.516,B,notify,engine_bus1,engine_controller3,15,RequestService,engine_controller3#1,,SERVICE,
517,0.517,B,notify,engine_controller3_bus,engine3,16,RequestService,engine3#4,,SERVICE,
517,0.517,B,service,engine_controller3_bus,engine3,16,RequestService,engine3#4,,SERVICE,,45,_valueCurrent=,23.400000000000002,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
517,0.517,B,notify,engine_controller3_bus,engine2,16,RequestService,engine2#3,,SERVICE,
517,0.517,B,service,engine_controller3_bus,engine2,16,RequestService,engine2#3,,SERVICE,,46,_valueCurrent=,23.400000000000002,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
517,0.517,B,notify,engine_controller3_bus,engine1,16,RequestService,engine1#2,,SERVICE,
517,0.517,B,service,engine_controller3_bus,engine1,16,RequestService,engine1#2,,SERVICE,,47,_valueCurrent=,23.400000000000002,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
517,0.517,B,notify,engine_bus1,engine_controller3,16,RequestService,engine_controller3#1,,SERVICE,
518,0.518,B,notify,engine_controller3_bus,engine3,17,RequestService,engine3#4,,SERVICE,
518,0.518,B,service,engine_controller3_bus,engine3,17,RequestService,engine3#4,,SERVICE,,48,_valueCurrent=,26.000000000000004,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
518,0.518,B,notify,engine_controller3_bus,engine2,17,RequestService,engine2#3,,SERVICE,
518,0.518,B,service,engine_controller3_bus,engine2,17,RequestService,engine2#3,,SERVICE,,49,_valueCurrent=,26.000000000000004,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
518,0.518,B,notify,engine_controller3_bus,engine1,17,RequestService,engine1#2,,SERVICE,
518,0.518,B,service,engine_controller3_bus,engine1,17,RequestService,engine1#2,,SERVICE,,50,_valueCurrent=,26.000000000000004,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
518,0.518,B,notify,engine_bus1,engine_controller3,17,RequestService,engine_controller3#1,,SERVICE,
519,0.519,B,notify,engine_controller3_bus,engine3,18,RequestService,engine3#4,,SERVICE,
519,0.519,B,service,engine_controller3_bus,engine3,18,RequestService,engine3#4,,SERVICE,,51,_valueCurrent=,28.600000000000005,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
519,0.519,B,notify,engine_controller3_bus,engine2,18,RequestService,engine2#3,,SERVICE,
519,0.519,B,service,engine_controller3_bus,engine2,18,RequestService,engine2#3,,SERVICE,,52,_valueCurrent=,28.600000000000005,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
519,0.519,B,notify,engine_controller3_bus,engine1,18,RequestService,engine1#2,,SERVICE,
519,0.519,B,service,engine_controller3_bus,engine1,18,RequestService,engine1#2,,SERVICE,,53,_valueCurrent=,28.600000000000005,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
519,0.519,B,notify,engine_bus1,engine_controller3,18,RequestService,engine_controller3#1,,SERVICE,
520,0.520,B,notify,engine_controller3_bus,engine3,19,RequestService,engine3#4,,SERVICE,
520,0.520,B,service,engine_controller3_bus,engine3,19,RequestService,engine3#4,,SERVICE,,54,_valueCurrent=,31.200000000000006,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
520,0.520,B,notify,engine_controller3_bus,engine2,19,RequestService,engine2#3,,SERVICE,
520,0.520,B,service,engine_controller3_bus,engine2,19,RequestService,engine2#3,,SERVICE,,55,_valueCurrent=,31.200000000000006,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
520,0.520,B,notify,engine_controller3_bus,engine1,19,RequestService,engine1#2,,SERVICE,
520,0.520,B,service,engine_controller3_bus,engine1,19,RequestService,engine1#2,,SERVICE,,56,_valueCurrent=,31.200000000000006,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
520,0.520,B,notify,engine_bus1,engine_controller3,19,RequestService,engine_controller3#1,,SERVICE,
521,0.521,B,notify,engine_controller3_bus,engine3,20,RequestService,engine3#4,,SERVICE,
521,0.521,B,service,engine_controller3_bus,engine3,20,RequestService,engine3#4,,SERVICE,,57,_valueCurrent=,33.800000000000004,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
521,0.521,B,notify,engine_controller3_bus,engine2,20,RequestService,engine2#3,,SERVICE,
521,0.521,B,service,engine_controller3_bus,engine2,20,RequestService,engine2#3,,SERVICE,,58,_valueCurrent=,33.800000000000004,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
521,0.521,B,notify,engine_controller3_bus,engine1,20,RequestService,engine1#2,,SERVICE,
521,0.521,B,service,engine_controller3_bus,engine1,20,RequestService,engine1#2,,SERVICE,,59,_valueCurrent=,33.800000000000004,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
521,0.521,B,notify,engine_bus1,engine_controller3,20,RequestService,engine_controller3#1,,SERVICE,
522,0.522,B,notify,engine_controller3_bus,engine3,21,RequestService,engine3#4,,SERVICE,
522,0.522,B,service,engine_controller3_bus,engine3,21,RequestService,engine3#4,,SERVICE,,60,_valueCurrent=,36.400000000000006,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
522,0.522,B,notify,engine_controller3_bus,engine2,21,RequestService,engine2#3,,SERVICE,
522,0.522,B,service,engine_controller3_bus,engine2,21,RequestService,engine2#3,,SERVICE,,61,_valueCurrent=,36.400000000000006,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
522,0.522,B,notify,engine_controller3_bus,engine1,21,RequestService,engine1#2,,SERVICE,
522,0.522,B,service,engine_controller3_bus,engine1,21,RequestService,engine1#2,,SERVICE,,62,_valueCurrent=,36.400000000000006,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
522,0.522,B,notify,engine_bus1,engine_controller3,21,RequestService,engine_controller3#1,,SERVICE,
523,0.523,B,notify,engine_controller3_bus,engine3,22,RequestService,engine3#4,,SERVICE,
523,0.523,B,service,engine_controller3_bus,engine3,22,RequestService,engine3#4,,SERVICE,,63,_valueCurrent=,39.00000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
523,0.523,B,notify,engine_controller3_bus,engine2,22,RequestService,engine2#3,,SERVICE,
523,0.523,B,service,engine_controller3_bus,engine2,22,RequestService,engine2#3,,SERVICE,,64,_valueCurrent=,39.00000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
523,0.523,B,notify,engine_controller3_bus,engine1,22,RequestService,engine1#2,,SERVICE,
523,0.523,B,service,engine_controller3_bus,engine1,22,RequestService,engine1#2,,SERVICE,,65,_valueCurrent=,39.00000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
523,0.523,B,notify,engine_bus1,engine_controller3,22,RequestService,engine_controller3#1,,SERVICE,
524,0.524,B,notify,engine_controller3_bus,engine3,23,RequestService,engine3#4,,SERVICE,
524,0.524,B,service,engine_controller3_bus,engine3,23,RequestService,engine3#4,,SERVICE,,66,_valueCurrent=,41.60000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
524,0.524,B,notify,engine_controller3_bus,engine2,23,RequestService,engine2#3,,SERVICE,
524,0.524,B,service,engine_controller3_bus,engine2,23,RequestService,engine2#3,,SERVICE,,67,_valueCurrent=,41.60000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
524,0.524,B,notify,engine_controller3_bus,engine1,23,RequestService,engine1#2,,SERVICE,
524,0.524,B,service,engine_controller3_bus,engine1,23,RequestService,engine1#2,,SERVICE,,68,_valueCurrent=,41.60000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
524,0.524,B,notify,engine_bus1,engine_controller3,23,RequestService,engine_controller3#1,,SERVICE,
525,0.525,B,notify,engine_controller3_bus,engine3,24,RequestService,engine3#4,,SERVICE,
525,0.525,B,service,engine_controller3_bus,engine3,24,RequestService,engine3#4,,SERVICE,,69,_valueCurrent=,44.20000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
525,0.525,B,notify,engine_controller3_bus,engine2,24,RequestService,engine2#3,,SERVICE,
525,0.525,B,service,engine_controller3_bus,engine2,24,RequestService,engine2#3,,SERVICE,,70,_valueCurrent=,44.20000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
525,0.525,B,notify,engine_controller3_bus,engine1,24,RequestService,engine1#2,,SERVICE,
525,0.525,B,service,engine_controller3_bus,engine1,24,RequestService,engine1#2,,SERVICE,,71,_valueCurrent=,44.20000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
525,0.525,B,notify,engine_bus1,engine_controller3,24,RequestService,engine_controller3#1,,SERVICE,
526,0.526,B,notify,engine_controller3_bus,engine3,25,RequestService,engine3#4,,SERVICE,
526,0.526,B,service,engine_controller3_bus,engine3,25,RequestService,engine3#4,,SERVICE,,72,_valueCurrent=,46.80000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
526,0.526,B,notify,engine_controller3_bus,engine2,25,RequestService,engine2#3,,SERVICE,
526,0.526,B,service,engine_controller3_bus,engine2,25,RequestService,engine2#3,,SERVICE,,73,_valueCurrent=,46.80000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
526,0.526,B,notify,engine_controller3_bus,engine1,25,RequestService,engine1#2,,SERVICE,
526,0.526,B,service,engine_controller3_bus,engine1,25,RequestService,engine1#2,,SERVICE,,74,_valueCurrent=,46.80000000000001,valueTarget=,70.0,_speedCurrent=,2.6,speedChange=NONE,_isTerminating=false,isArrived=false
526,0.526,B,notify,engine_bus1,engine_controller3,25,RequestService,engine_controller3#1,,SERVICE,
527,0.527,B,notify,engine_controller3_bus,engine3,26,RequestService,engine3#4,,SERVICE,
