tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
992,0.992,C,submit,flap_bus1,flap_controller5,0,RequestService,flap_controller5#1,,UNBOUND
992,0.992,C,submit,flap_controller5_bus,flap_fowler1,0,RequestService,flap_fowler1#2,,UNBOUND
992,0.992,D,respond,flap_controller5_bus,flap_fowler1,0,RequestService,flap_fowler1#2,,,ACCEPTED_SERVICING
992,0.992,C,submit,flap_controller5_bus,flap_fowler2,0,RequestService,flap_fowler2#3,,UNBOUND
992,0.992,D,respond,flap_controller5_bus,flap_fowler2,0,RequestService,flap_fowler2#3,,,ACCEPTED_SERVICING
992,0.992,C,submit,flap_controller5_bus,flap_split1,0,RequestService,flap_split1#4,,UNBOUND
992,0.992,D,respond,flap_controller5_bus,flap_split1,0,RequestService,flap_split1#4,,,ACCEPTED_SERVICING
992,0.992,C,submit,flap_controller5_bus,flap_split2,0,RequestService,flap_split2#5,,UNBOUND
992,0.992,D,respond,flap_controller5_bus,flap_split2,0,RequestService,flap_split2#5,,,ACCEPTED_SERVICING
992,0.992,D,respond,flap_bus1,flap_controller5,0,RequestService,flap_controller5#1,,,ACCEPTED_SERVICING
992,0.992,B,notify,flap_controller5_bus,flap_fowler2,1,RequestService,flap_fowler2#3,,SERVICE,
992,0.992,B,service,flap_controller5_bus,flap_fowler2,1,RequestService,flap_fowler2#3,,SERVICE,,0,_valueCurrent=,0.0,valueTarget=,55.0,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
992,0.992,B,notify,flap_controller5_bus,flap_split1,1,RequestService,flap_split1#4,,SERVICE,
992,0.992,B,service,flap_controller5_bus,flap_split1,1,RequestService,flap_split1#4,,SERVICE,,1,_valueCurrent=,0.0,valueTarget=,50.0,_speedCurrent=,0.15,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
992,0.992,B,notify,flap_controller5_bus,flap_fowler1,1,RequestService,flap_fowler1#2,,SERVICE,
992,0.992,B,service,flap_controller5_bus,flap_fowler1,1,RequestService,flap_fowler1#2,,SERVICE,,2,_valueCurrent=,0.0,valueTarget=,55.0,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
992,0.992,B,notify,flap_controller5_bus,flap_split2,1,RequestService,flap_split2#5,,SERVICE,
992,0.992,B,service,flap_controller5_bus,flap_split2,1,RequestService,flap_split2#5,,SERVICE,,3,_valueCurrent=,0.0,valueTarget=,50.0,_speedCurrent=,0.15,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
992,0.992,B,notify,flap_bus1,flap_controller5,1,RequestService,flap_controller5#1,,SERVICE,
993,0.993,B,notify,flap_controller5_bus,flap_fowler2,2,RequestService,flap_fowler2#3,,SERVICE,
993,0.993,B,service,flap_controller5_bus,flap_fowler2,2,RequestService,flap_fowler2#3,,SERVICE,,4,_valueCurrent=,0.1,valueTarget=,55.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
993,0.993,B,notify,flap_controller5_bus,flap_split1,2,RequestService,flap_split1#4,,SERVICE,
993,0.993,B,service,flap_controller5_bus,flap_split1,2,RequestService,flap_split1#4,,SERVICE,,5,_valueCurrent=,0.15,valueTarget=,50.0,_speedCurrent=,0.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
993,0.993,B,notify,flap_controller5_bus,flap_fowler1,2,RequestService,flap_fowler1#2,,SERVICE,
993,0.993,B,service,flap_controller5_bus,flap_fowler1,2,RequestService,flap_fowler1#2,,SERVICE,,6,_valueCurrent=,0.1,valueTarget=,55.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
993,0.993,B,notify,flap_controller5_bus,flap_split2,2,RequestService,flap_split2#5,,SERVICE,
993,0.993,B,service,flap_controller5_bus,flap_split2,2,RequestService,flap_split2#5,,SERVICE,,7,_valueCurrent=,0.15,valueTarget=,50.0,_speedCurrent=,0.3,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
993,0.993,B,notify,flap_bus1,flap_controller5,2,RequestService,flap_controller5#1,,SERVICE,
994,0.994,B,notify,flap_controller5_bus,flap_fowler2,3,RequestService,flap_fowler2#3,,SERVICE,
994,0.994,B,service,flap_controller5_bus,flap_fowler2,3,RequestService,flap_fowler2#3,,SERVICE,,8,_valueCurrent=,0.30000000000000004,valueTarget=,55.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
994,0.994,B,notify,flap_controller5_bus,flap_split1,3,RequestService,flap_split1#4,,SERVICE,
994,0.994,B,service,flap_controller5_bus,flap_split1,3,RequestService,flap_split1#4,,SERVICE,,9,_valueCurrent=,0.44999999999999996,valueTarget=,50.0,_speedCurrent=,0.44999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
994,0.994,B,notify,flap_controller5_bus,flap_fowler1,3,RequestService,flap_fowler1#2,,SERVICE,
994,0.994,B,service,flap_controller5_bus,flap_fowler1,3,RequestService,flap_fowler1#2,,SERVICE,,10,_valueCurrent=,0.30000000000000004,valueTarget=,55.0,_speedCurrent=,0.30000000000000004,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
994,0.994,B,notify,flap_controller5_bus,flap_split2,3,RequestService,flap_split2#5,,SERVICE,
994,0.994,B,service,flap_controller5_bus,flap_split2,3,RequestService,flap_split2#5,,SERVICE,,11,_valueCurrent=,0.44999999999999996,valueTarget=,50.0,_speedCurrent=,0.44999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
994,0.994,B,notify,flap_bus1,flap_controller5,3,RequestService,flap_controller5#1,,SERVICE,
995,0.995,B,notify,flap_controller5_bus,flap_fowler2,4,RequestService,flap_fowler2#3,,SERVICE,
