tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
958,0.958,C,submit,aileron_bus1,aileron_controller4,0,RequestService,aileron_controller4#1,,UNBOUND
958,0.958,C,submit,aileron_controller4_bus,aileron1,0,RequestService,aileron1#2,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron1,0,RequestService,aileron1#2,,,ACCEPTED_SERVICING
958,0.958,C,submit,aileron_controller4_bus,aileron3,0,RequestService,aileron3#3,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron3,0,RequestService,aileron3#3,,,ACCEPTED_SERVICING
958,0.958,C,submit,aileron_controller4_bus,aileron5,0,RequestService,aileron5#4,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron5,0,RequestService,aileron5#4,,,ACCEPTED_SERVICING
958,0.958,C,submit,aileron_controller4_bus,aileron7,0,RequestService,aileron7#5,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron7,0,RequestService,aileron7#5,,,ACCEPTED_SERVICING
958,0.958,C,submit,aileron_controller4_bus,aileron8,0,RequestService,aileron8#6,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron8,0,RequestService,aileron8#6,,,ACCEPTED_SERVICING
958,0.958,C,submit,aileron_controller4_bus,aileron6,0,RequestService,aileron6#7,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron6,0,RequestService,aileron6#7,,,ACCEPTED_SERVICING
958,0.958,C,submit,aileron_controller4_bus,aileron4,0,RequestService,aileron4#8,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron4,0,RequestService,aileron4#8,,,ACCEPTED_SERVICING
958,0.958,C,submit,aileron_controller4_bus,aileron2,0,RequestService,aileron2#9,,UNBOUND
958,0.958,D,respond,aileron_controller4_bus,aileron2,0,RequestService,aileron2#9,,,ACCEPTED_SERVICING
958,0.958,D,respond,aileron_bus1,aileron_controller4,0,RequestService,aileron_controller4#1,,,ACCEPTED_SERVICING
958,0.958,B,notify,aileron_controller4_bus,aileron1,1,RequestService,aileron1#2,,SERVICE,
958,0.958,B,service,aileron_controller4_bus,aileron1,1,RequestService,aileron1#2,,SERVICE,,0,_valueCurrent=,0.0,valueTarget=,13.500000000000002,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
958,0.958,B,notify,aileron_controller4_bus,aileron2,1,RequestService,aileron2#9,,SERVICE,
958,0.958,B,service,aileron_controller4_bus,aileron2,1,RequestService,aileron2#9,,SERVICE,,1,_valueCurrent=,0.0,valueTarget=,-13.500000000000002,_speedCurrent=,0.1,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
958,0.958,B,notify,aileron_controller4_bus,aileron3,1,RequestService,aileron3#3,,SERVICE,
958,0.958,B,service,aileron_controller4_bus,aileron3,1,RequestService,aileron3#3,,SERVICE,,2,_valueCurrent=,0.0,valueTarget=,45.0,_speedCurrent=,0.15,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
958,0.958,B,notify,aileron_controller4_bus,aileron4,1,RequestService,aileron4#8,,SERVICE,
958,0.958,B,service,aileron_controller4_bus,aileron4,1,RequestService,aileron4#8,,SERVICE,,3,_valueCurrent=,0.0,valueTarget=,-45.0,_speedCurrent=,0.15,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
958,0.958,B,notify,aileron_controller4_bus,aileron5,1,RequestService,aileron5#4,,SERVICE,
958,0.958,B,service,aileron_controller4_bus,aileron5,1,RequestService,aileron5#4,,SERVICE,,4,_valueCurrent=,0.0,valueTarget=,18.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
958,0.958,B,notify,aileron_controller4_bus,aileron6,1,RequestService,aileron6#7,,SERVICE,
958,0.958,B,service,aileron_controller4_bus,aileron6,1,RequestService,aileron6#7,,SERVICE,,5,_valueCurrent=,0.0,valueTarget=,-18.0,_speedCurrent=,0.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
958,0.958,B,notify,aileron_controller4_bus,aileron7,1,RequestService,aileron7#5,,SERVICE,
