tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
439,0.439,C,submit,flap_bus1,flap_controller2,0,RequestService,flap_controller2#1,,UNBOUND
439,0.439,C,submit,flap_controller2_bus,flap_split1,0,RequestService,flap_split1#2,,UNBOUND
440,0.440,B,notify,flap_bus1,flap_controller2,2,RequestService,flap_controller2#1,,SERVICE,
441,0.441,B,notify,flap_controller2_bus,flap_split3,3,RequestService,flap_split3#3,,SERVICE,
441,0.441,B,service,flap_controller2_bus,flap_split3,3,RequestService,flap_split3#3,,SERVICE,,4,_valueCurrent=,0.44999999999999996,valueTarget=,37.5,_speedCurrent=,0.44999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
441,0.441,B,notify,flap_controller2_bus,flap_split1,3,RequestService,flap_split1#2,,SERVICE,
441,0.441,B,service,flap_controller2_bus,flap_split1,3,RequestService,flap_split1#2,,SERVICE,,5,_valueCurrent=,0.44999999999999996,valueTarget=,37.5,_speedCurrent=,0.44999999999999996,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
441,0.441,B,notify,flap_bus1,flap_controller2,3,RequestService,flap_controller2#1,,SERVICE,
442,0.442,B,notify,flap_controller2_bus,flap_split3,4,RequestService,flap_split3#3,,SERVICE,
442,0.442,B,service,flap_controller2_bus,flap_split3,4,RequestService,flap_split3#3,,SERVICE,,6,_valueCurrent=,0.8999999999999999,valueTarget=,37.5,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
442,0.442,B,notify,flap_controller2_bus,flap_split1,4,RequestService,flap_split1#2,,SERVICE,
442,0.442,B,service,flap_controller2_bus,flap_split1,4,RequestService,flap_split1#2,,SERVICE,,7,_valueCurrent=,0.8999999999999999,valueTarget=,37.5,_speedCurrent=,0.6,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
442,0.442,B,notify,flap_bus1,flap_controller2,4,RequestService,flap_controller2#1,,SERVICE,
443,0.443,B,notify,flap_controller2_bus,flap_split3,5,RequestService,flap_split3#3,,SERVICE,
443,0.443,B,service,flap_controller2_bus,flap_split3,5,RequestService,flap_split3#3,,SERVICE,,8,_valueCurrent=,1.5,valueTarget=,37.5,_speedCurrent=,0.75,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
443,0.443,B,notify,flap_controller2_bus,flap_split1,5,RequestService,flap_split1#2,,SERVICE,
443,0.443,B,service,flap_controller2_bus,flap_split1,5,RequestService,flap_split1#2,,SERVICE,,9,_valueCurrent=,1.5,valueTarget=,37.5,_speedCurrent=,0.75,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
443,0.443,B,notify,flap_bus1,flap_controller2,5,RequestService,flap_controller2#1,,SERVICE,
444,0.444,B,notify,flap_controller2_bus,flap_split3,6,RequestService,flap_split3#3,,SERVICE,
444,0.444,B,service,flap_controller2_bus,flap_split3,6,RequestService,flap_split3#3,,SERVICE,,10,_valueCurrent=,2.25,valueTarget=,37.5,_speedCurrent=,0.9,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
444,0.444,B,notify,flap_controller2_bus,flap_split1,6,RequestService,flap_split1#2,,SERVICE,
444,0.444,B,service,flap_controller2_bus,flap_split1,6,RequestService,flap_split1#2,,SERVICE,,11,_valueCurrent=,2.25,valueTarget=,37.5,_speedCurrent=,0.9,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
444,0.444,B,notify,flap_bus1,flap_controller2,6,RequestService,flap_controller2#1,,SERVICE,
445,0.445,B,notify,flap_controller2_bus,flap_split3,7,RequestService,flap_split3#3,,SERVICE,
445,0.445,B,service,flap_controller2_bus,flap_split3,7,RequestService,flap_split3#3,,SERVICE,,12,_valueCurrent=,3.15,valueTarget=,37.5,_speedCurrent=,1.05,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
445,0.445,B,notify,flap_controller2_bus,flap_split1,7,RequestService,flap_split1#2,,SERVICE,
445,0.445,B,service,flap_controller2_bus,flap_split1,7,RequestService,flap_split1#2,,SERVICE,,13,_valueCurrent=,3.15,valueTarget=,37.5,_speedCurrent=,1.05,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
445,0.445,B,notify,flap_bus1,flap_controller2,7,RequestService,flap_controller2#1,,SERVICE,
446,0.446,B,notify,flap_controller2_bus,flap_split3,8,RequestService,flap_split3#3,,SERVICE,
446,0.446,B,service,flap_controller2_bus,flap_split3,8,RequestService,flap_split3#3,,SERVICE,,14,_valueCurrent=,4.2,valueTarget=,37.5,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
446,0.446,B,notify,flap_controller2_bus,flap_split1,8,RequestService,flap_split1#2,,SERVICE,
446,0.446,B,service,flap_controller2_bus,flap_split1,8,RequestService,flap_split1#2,,SERVICE,,15,_valueCurrent=,4.2,valueTarget=,37.5,_speedCurrent=,1.2,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
446,0.446,B,notify,flap_bus1,flap_controller2,8,RequestService,flap_controller2#1,,SERVICE,
447,0.447,B,notify,flap_controller2_bus,flap_split3,9,RequestService,flap_split3#3,,SERVICE,
447,0.447,B,service,flap_controller2_bus,flap_split3,9,RequestService,flap_split3#3,,SERVICE,,16,_valueCurrent=,5.4,valueTarget=,37.5,_speedCurrent=,1.3499999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
447,0.447,B,notify,flap_controller2_bus,flap_split1,9,RequestService,flap_split1#2,,SERVICE,
447,0.447,B,service,flap_controller2_bus,flap_split1,9,RequestService,flap_split1#2,,SERVICE,,17,_valueCurrent=,5.4,valueTarget=,37.5,_speedCurrent=,1.3499999999999999,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
447,0.447,B,notify,flap_bus1,flap_controller2,9,RequestService,flap_controller2#1,,SERVICE,
448,0.448,B,notify,flap_controller2_bus,flap_split3,10,RequestService,flap_split3#3,,SERVICE,
448,0.448,B,service,flap_controller2_bus,flap_split3,10,RequestService,flap_split3#3,,SERVICE,,18,_valueCurrent=,6.75,valueTarget=,37.5,_speedCurrent=,1.4999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
448,0.448,B,notify,flap_controller2_bus,flap_split1,10,RequestService,flap_split1#2,,SERVICE,
448,0.448,B,service,flap_controller2_bus,flap_split1,10,RequestService,flap_split1#2,,SERVICE,,19,_valueCurrent=,6.75,valueTarget=,37.5,_speedCurrent=,1.4999999999999998,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
448,0.448,B,notify,flap_bus1,flap_controller2,10,RequestService,flap_controller2#1,,SERVICE,
449,0.449,B,notify,flap_controller2_bus,flap_split3,11,RequestService,flap_split3#3,,SERVICE,
449,0.449,B,service,flap_controller2_bus,flap_split3,11,RequestService,flap_split3#3,,SERVICE,,20,_valueCurrent=,8.25,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
449,0.449,B,notify,flap_controller2_bus,flap_split1,11,RequestService,flap_split1#2,,SERVICE,
449,0.449,B,service,flap_controller2_bus,flap_split1,11,RequestService,flap_split1#2,,SERVICE,,21,_valueCurrent=,8.25,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=ACCELERATING,_isTerminating=false,isArrived=false
449,0.449,B,notify,flap_bus1,flap_controller2,11,RequestService,flap_controller2#1,,SERVICE,
450,0.450,B,notify,flap_controller2_bus,flap_split3,12,RequestService,flap_split3#3,,SERVICE,
450,0.450,B,service,flap_controller2_bus,flap_split3,12,RequestService,flap_split3#3,,SERVICE,,22,_valueCurrent=,9.9,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
450,0.450,B,notify,flap_controller2_bus,flap_split1,12,RequestService,flap_split1#2,,SERVICE,
450,0.450,B,service,flap_controller2_bus,flap_split1,12,RequestService,flap_split1#2,,SERVICE,,23,_valueCurrent=,9.9,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
450,0.450,B,notify,flap_bus1,flap_controller2,12,RequestService,flap_controller2#1,,SERVICE,
451,0.451,B,notify,flap_controller2_bus,flap_split3,13,RequestService,flap_split3#3,,SERVICE,
451,0.451,B,service,flap_controller2_bus,flap_split3,13,RequestService,flap_split3#3,,SERVICE,,24,_valueCurrent=,11.55,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
451,0.451,B,notify,flap_controller2_bus,flap_split1,13,RequestService,flap_split1#2,,SERVICE,
451,0.451,B,service,flap_controller2_bus,flap_split1,13,RequestService,flap_split1#2,,SERVICE,,25,_valueCurrent=,11.55,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
451,0.451,B,notify,flap_bus1,flap_controller2,13,RequestService,flap_controller2#1,,SERVICE,
452,0.452,B,notify,flap_controller2_bus,flap_split3,14,RequestService,flap_split3#3,,SERVICE,
452,0.452,B,service,flap_controller2_bus,flap_split3,14,RequestService,flap_split3#3,,SERVICE,,26,_valueCurrent=,13.200000000000001,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
452,0.452,B,notify,flap_controller2_bus,flap_split1,14,RequestService,flap_split1#2,,SERVICE,
452,0.452,B,service,flap_controller2_bus,flap_split1,14,RequestService,flap_split1#2,,SERVICE,,27,_valueCurrent=,13.200000000000001,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
452,0.452,B,notify,flap_bus1,flap_controller2,14,RequestService,flap_controller2#1,,SERVICE,
453,0.453,B,notify,flap_controller2_bus,flap_split3,15,RequestService,flap_split3#3,,SERVICE,
453,0.453,B,service,flap_controller2_bus,flap_split3,15,RequestService,flap_split3#3,,SERVICE,,28,_valueCurrent=,14.850000000000001,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
453,0.453,B,notify,flap_controller2_bus,flap_split1,15,RequestService,flap_split1#2,,SERVICE,
453,0.453,B,service,flap_controller2_bus,flap_split1,15,RequestService,flap_split1#2,,SERVICE,,29,_valueCurrent=,14.850000000000001,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
453,0.453,B,notify,flap_bus1,flap_controller2,15,RequestService,flap_controller2#1,,SERVICE,
454,0.454,B,notify,flap_controller2_bus,flap_split3,16,RequestService,flap_split3#3,,SERVICE,
454,0.454,B,service,flap_controller2_bus,flap_split3,16,RequestService,flap_split3#3,,SERVICE,,30,_valueCurrent=,16.5,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
454,0.454,B,notify,flap_controller2_bus,flap_split1,16,RequestService,flap_split1#2,,SERVICE,
454,0.454,B,service,flap_controller2_bus,flap_split1,16,RequestService,flap_split1#2,,SERVICE,,31,_valueCurrent=,16.5,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
454,0.454,B,notify,flap_bus1,flap_controller2,16,RequestService,flap_controller2#1,,SERVICE,
455,0.455,B,notify,flap_controller2_bus,flap_split3,17,RequestService,flap_split3#3,,SERVICE,
455,0.455,B,service,flap_controller2_bus,flap_split3,17,RequestService,flap_split3#3,,SERVICE,,32,_valueCurrent=,18.15,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
455,0.455,B,notify,flap_controller2_bus,flap_split1,17,RequestService,flap_split1#2,,SERVICE,
455,0.455,B,service,flap_controller2_bus,flap_split1,17,RequestService,flap_split1#2,,SERVICE,,33,_valueCurrent=,18.15,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
455,0.455,B,notify,flap_bus1,flap_controller2,17,RequestService,flap_controller2#1,,SERVICE,
456,0.456,B,notify,flap_controller2_bus,flap_split3,18,RequestService,flap_split3#3,,SERVICE,
456,0.456,B,service,flap_controller2_bus,flap_split3,18,RequestService,flap_split3#3,,SERVICE,,34,_valueCurrent=,19.799999999999997,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
456,0.456,B,notify,flap_controller2_bus,flap_split1,18,RequestService,flap_split1#2,,SERVICE,
456,0.456,B,service,flap_controller2_bus,flap_split1,18,RequestService,flap_split1#2,,SERVICE,,35,_valueCurrent=,19.799999999999997,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
456,0.456,B,notify,flap_bus1,flap_controller2,18,RequestService,flap_controller2#1,,SERVICE,
457,0.457,B,notify,flap_controller2_bus,flap_split3,19,RequestService,flap_split3#3,,SERVICE,
457,0.457,B,service,flap_controller2_bus,flap_split3,19,RequestService,flap_split3#3,,SERVICE,,36,_valueCurrent=,21.449999999999996,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
457,0.457,B,notify,flap_controller2_bus,flap_split1,19,RequestService,flap_split1#2,,SERVICE,
457,0.457,B,service,flap_controller2_bus,flap_split1,19,RequestService,flap_split1#2,,SERVICE,,37,_valueCurrent=,21.449999999999996,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
457,0.457,B,notify,flap_bus1,flap_controller2,19,RequestService,flap_controller2#1,,SERVICE,
458,0.458,B,notify,flap_controller2_bus,flap_split3,20,RequestService,flap_split3#3,,SERVICE,
458,0.458,B,service,flap_controller2_bus,flap_split3,20,RequestService,flap_split3#3,,SERVICE,,38,_valueCurrent=,23.099999999999994,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
458,0.458,B,notify,flap_controller2_bus,flap_split1,20,RequestService,flap_split1#2,,SERVICE,
458,0.458,B,service,flap_controller2_bus,flap_split1,20,RequestService,flap_split1#2,,SERVICE,,39,_valueCurrent=,23.099999999999994,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
458,0.458,B,notify,flap_bus1,flap_controller2,20,RequestService,flap_controller2#1,,SERVICE,
459,0.459,B,notify,flap_controller2_bus,flap_split3,21,RequestService,flap_split3#3,,SERVICE,
459,0.459,B,service,flap_controller2_bus,flap_split3,21,RequestService,flap_split3#3,,SERVICE,,40,_valueCurrent=,24.749999999999993,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
459,0.459,B,notify,flap_controller2_bus,flap_split1,21,RequestService,flap_split1#2,,SERVICE,
459,0.459,B,service,flap_controller2_bus,flap_split1,21,RequestService,flap_split1#2,,SERVICE,,41,_valueCurrent=,24.749999999999993,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
459,0.459,B,notify,flap_bus1,flap_controller2,21,RequestService,flap_controller2#1,,SERVICE,
460,0.460,B,notify,flap_controller2_bus,flap_split3,22,RequestService,flap_split3#3,,SERVICE,
460,0.460,B,service,flap_controller2_bus,flap_split3,22,RequestService,flap_split3#3,,SERVICE,,42,_valueCurrent=,26.39999999999999,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
460,0.460,B,notify,flap_controller2_bus,flap_split1,22,RequestService,flap_split1#2,,SERVICE,
460,0.460,B,service,flap_controller2_bus,flap_split1,22,RequestService,flap_split1#2,,SERVICE,,43,_valueCurrent=,26.39999999999999,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
460,0.460,B,notify,flap_bus1,flap_controller2,22,RequestService,flap_controller2#1,,SERVICE,
461,0.461,B,notify,flap_controller2_bus,flap_split3,23,RequestService,flap_split3#3,,SERVICE,
461,0.461,B,service,flap_controller2_bus,flap_split3,23,RequestService,flap_split3#3,,SERVICE,,44,_valueCurrent=,28.04999999999999,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
461,0.461,B,notify,flap_controller2_bus,flap_split1,23,RequestService,flap_split1#2,,SERVICE,
461,0.461,B,service,flap_controller2_bus,flap_split1,23,RequestService,flap_split1#2,,SERVICE,,45,_valueCurrent=,28.04999999999999,valueTarget=,37.5,_speedCurrent=,1.6499999999999997,speedChange=NONE,_isTerminating=false,isArrived=false
461,0.461,B,notify,flap_bus1,flap_controller2,23,RequestService,flap_controller2#1,,SERVICE,
462,0.462,B,notify,flap_controller2_bus,flap_split3,24,RequestService,flap_split3#3,,SERVICE,
462,0.462,B,service,flap_controller2_bus,flap_split3,24,RequestService,flap_split3#3,,SERVICE,,46,_valueCurrent=,29.69999999999999,valueTarget=,37.5,_speedCurrent=,1.4999999999999998,speedChange=DECELERATING,_isTerminating=false,isArrived=false
462,0.462,B,notify,flap_controller2_bus,flap_split1,24,RequestService,flap_split1#2,,SERVICE,
462,0.462,B,service,flap_controller2_bus,flap_split1,24,RequestService,flap_split1#2,,SERVICE,,47,_valueCurrent=,29.69999999999999,valueTarget=,37.5,_speedCurrent=,1.4999999999999998,speedChange=DECELERATING,_isTerminating=false,isArrived=false
462,0.462,B,notify,flap_bus1,flap_controller2,24,RequestService,flap_controller2#1,,SERVICE,
463,0.463,B,notify,flap_controller2_bus,flap_split3,25,RequestService,flap_split3#3,,SERVICE,
463,0.463,B,service,flap_controller2_bus,flap_split3,25,RequestService,flap_split3#3,,SERVICE,,48,_valueCurrent=,31.19999999999999,valueTarget=,37.5,_speedCurrent=,1.3499999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
463,0.463,B,notify,flap_controller2_bus,flap_split1,25,RequestService,flap_split1#2,,SERVICE,
463,0.463,B,service,flap_controller2_bus,flap_split1,25,RequestService,flap_split1#2,,SERVICE,,49,_valueCurrent=,31.19999999999999,valueTarget=,37.5,_speedCurrent=,1.3499999999999999,speedChange=DECELERATING,_isTerminating=false,isArrived=false
463,0.463,B,notify,flap_bus1,flap_controller2,25,RequestService,flap_controller2#1,,SERVICE,
464,0.464,B,notify,flap_controller2_bus,flap_split3,26,RequestService,flap_split3#3,,SERVICE,
464,0.464,B,service,flap_controller2_bus,flap_split3,26,RequestService,flap_split3#3,,SERVICE,,50,_valueCurrent=,32.54999999999999,valueTarget=,37.5,_speedCurrent=,1.2,speedChange=DECELERATING,_isTerminating=false,isArrived=false
464,0.464,B,notify,flap_controller2_bus,flap_split1,26,RequestService,flap_split1#2,,SERVICE,
464,0.464,B,service,flap_controller2_bus,flap_split1,26,RequestService,flap_split1#2,,SERVICE,,51,_valueCurrent=,32.54999999999999,valueTarget=,37.5,_speedCurrent=,1.2,speedChange=DECELERATING,_isTerminating=false,isArrived=false
464,0.464,B,notify,flap_bus1,flap_controller2,26,RequestService,flap_controller2#1,,SERVICE,
465,0.465,B,notify,flap_controller2_bus,flap_split3,27,RequestService,flap_split3#3,,SERVICE,
465,0.465,B,service,flap_controller2_bus,flap_split3,27,RequestService,flap_split3#3,,SERVICE,,52,_valueCurrent=,33.74999999999999,valueTarget=,37.5,_speedCurrent=,1.05,speedChange=DECELERATING,_isTerminating=false,isArrived=false
465,0.465,B,notify,flap_controller2_bus,flap_split1,27,RequestService,flap_split1#2,,SERVICE,
465,0.465,B,service,flap_controller2_bus,flap_split1,27,RequestService,flap_split1#2,,SERVICE,,53,_valueCurrent=,33.74999999999999,valueTarget=,37.5,_speedCurrent=,1.05,speedChange=DECELERATING,_isTerminating=false,isArrived=false
465,0.465,B,notify,flap_bus1,flap_controller2,27,RequestService,flap_controller2#1,,SERVICE,
466,0.466,B,notify,flap_controller2_bus,flap_split3,28,RequestService,flap_split3#3,,SERVICE,
466,0.466,B,service,flap_controller2_bus,flap_split3,28,RequestService,flap_split3#3,,SERVICE,,54,_valueCurrent=,34.79999999999999,valueTarget=,37.5,_speedCurrent=,0.9,speedChange=DECELERATING,_isTerminating=false,isArrived=false
466,0.466,B,notify,flap_controller2_bus,flap_split1,28,RequestService,flap_split1#2,,SERVICE,
466,0.466,B,service,flap_controller2_bus,flap_split1,28,RequestService,flap_split1#2,,SERVICE,,55,_valueCurrent=,34.79999999999999,valueTarget=,37.5,_speedCurrent=,0.9,speedChange=DECELERATING,_isTerminating=false,isArrived=false
466,0.466,B,notify,flap_bus1,flap_controller2,28,RequestService,flap_controller2#1,,SERVICE,
467,0.467,B,notify,flap_controller2_bus,flap_split3,29,RequestService,flap_split3#3,,SERVICE,
467,0.467,B,service,flap_controller2_bus,flap_split3,29,RequestService,flap_split3#3,,SERVICE,,56,_valueCurrent=,35.69999999999999,valueTarget=,37.5,_speedCurrent=,0.75,speedChange=DECELERATING,_isTerminating=false,isArrived=false
467,0.467,B,notify,flap_controller2_bus,flap_split1,29,RequestService,flap_split1#2,,SERVICE,
467,0.467,B,service,flap_controller2_bus,flap_split1,29,RequestService,flap_split1#2,,SERVICE,,57,_valueCurrent=,35.69999999999999,valueTarget=,37.5,_speedCurrent=,0.75,speedChange=DECELERATING,_isTerminating=false,isArrived=false
467,0.467,B,notify,flap_bus1,flap_controller2,29,RequestService,flap_controller2#1,,SERVICE,
468,0.468,B,notify,flap_controller2_bus,flap_split3,30,RequestService,flap_split3#3,,SERVICE,
468,0.468,B,service,flap_controller2_bus,flap_split3,30,RequestService,flap_split3#3,,SERVICE,,58,_valueCurrent=,36.44999999999999,valueTarget=,37.5,_speedCurrent=,0.6,speedChange=DECELERATING,_isTerminating=false,isArrived=false
468,0.468,B,notify,flap_controller2_bus,flap_split1,30,RequestService,flap_split1#2,,SERVICE,
468,0.468,B,service,flap_controller2_bus,flap_split1,30,RequestService,flap_split1#2,,SERVICE,,59,_valueCurrent=,36.44999999999999,valueTarget=,37.5,_speedCurrent=,0.6,speedChange=DECELERATING,_isTerminating=false,isArrived=false
468,0.468,B,notify,flap_bus1,flap_controller2,30,RequestService,flap_controller2#1,,SERVICE,
469,0.469,B,notify,flap_controller2_bus,flap_split3,31,RequestService,flap_split3#3,,SERVICE,
469,0.469,B,service,flap_controller2_bus,flap_split3,31,RequestService,flap_split3#3,,SERVICE,,60,_valueCurrent=,37.04999999999999,valueTarget=,37.5,_speedCurrent=,0.44999999999999996,speedChange=DECELERATING,_isTerminating=false,isArrived=false
469,0.469,B,notify,flap_controller2_bus,flap_split1,31,RequestService,flap_split1#2,,SERVICE,
469,0.469,B,service,flap_controller2_bus,flap_split1,31,RequestService,flap_split1#2,,SERVICE,,61,_valueCurrent=,37.04999999999999,valueTarget=,37.5,_speedCurrent=,0.44999999999999996,speedChange=DECELERATING,_isTerminating=false,isArrived=false
469,0.469,B,notify,flap_bus1,flap_controller2,31,RequestService,flap_controller2#1,,SERVICE,
470,0.470,B,notify,flap_controller2_bus,flap_split3,32,RequestService,flap_split3#3,,SERVICE,
470,0.470,B,service,flap_controller2_bus,flap_split3,32,RequestService,flap_split3#3,,SERVICE,,62,_valueCurrent=,37.49999999999999,valueTarget=,37.5,_speedCurrent=,0.29999999999999993,speedChange=DECELERATING,_isTerminating=false,isArrived=false
470,0.470,B,notify,flap_controller2_bus,flap_split1,32,RequestService,flap_split1#2,,SERVICE,
470,0.470,B,service,flap_controller2_bus,flap_split1,32,RequestService,flap_split1#2,,SERVICE,,63,_valueCurrent=,37.49999999999999,valueTarget=,37.5,_speedCurrent=,0.29999999999999993,speedChange=DECELERATING,_isTerminating=false,isArrived=false
470,0.470,B,notify,flap_bus1,flap_controller2,32,RequestService,flap_controller2#1,,SERVICE,
471,0.471,B,notify,flap_controller2_bus,flap_split3,33,RequestService,flap_split3#3,,SERVICE,
471,0.471,B,service,flap_controller2_bus,flap_split3,33,RequestService,flap_split3#3,,SERVICE,,64,_valueCurrent=,37.5,valueTarget=,37.5,_speedCurrent=,0.15,speedChange=NONE,_isTerminating=false,isArrived=true
471,0.471,C,submit,flap_controller2_bus,flap_split3,0,RequestCancel,flap_split3#4,flap_split3#3,UNBOUND
471,0.471,B,notify,flap_controller2_bus,flap_split3,33,RequestService,flap_split3#3,,CANCEL,
471,0.471,D,respond,flap_controller2_bus,flap_split3,0,RequestCancel,flap_split3#4,flap_split3#3,,ACCEPTED_SERVICING
471,0.471,B,notify,flap_controller2_bus,flap_split1,33,RequestService,flap_split1#2,,SERVICE,
471,0.471,B,service,flap_controller2_bus,flap_split1,33,RequestService,flap_split1#2,,SERVICE,,65,_valueCurrent=,37.5,valueTarget=,37.5,_speedCurrent=,0.15,speedChange=NONE,_isTerminating=false,isArrived=true
471,0.471,C,submit,flap_controller2_bus,flap_split1,0,RequestCancel,flap_split1#5,flap_split1#2,UNBOUND
471,0.471,B,notify,flap_controller2_bus,flap_split1,33,RequestService,flap_split1#2,,CANCEL,
471,0.471,D,respond,flap_controller2_bus,flap_split1,0,RequestCancel,flap_split1#5,flap_split1#2,,ACCEPTED_SERVICING
471,0.471,B,notify,flap_bus1,flap_controller2,33,RequestService,flap_controller2#1,,SERVICE,
472,0.472,C,submit,flap_bus1,flap_controller2,0,RequestService,flap_controller2#6,,UNBOUND
472,0.472,B,notify,flap_bus1,flap_controller2,0,RequestService,flap_controller2#6,,TERMINATE,
472,0.472,C,submit,flap_controller2_bus,flap_split1,0,RequestService,flap_split1#7,,UNBOUND
472,0.472,D,respond,flap_controller2_bus,flap_split1,0,RequestService,flap_split1#7,,,ACCEPTED_SERVICING
